c MST generated by Kruskal's Algorithm using Quick Sort
g 20000 19999
e 105 12895 44
e 16124 18234 44
e 820 5541 44
e 212 4117 45
e 2057 14311 45
e 2565 4346 46
e 11292 19658 46
e 4638 16267 46
e 11460 17191 46
e 13704 14981 47
e 2956 18777 47
e 4719 6052 48
e 6905 10307 48
e 5327 6437 49
e 3108 9830 49
e 3672 9414 50
e 11666 12966 50
e 2071 14747 51
e 282 19165 52
e 12826 18762 52
e 10400 18898 52
e 4318 11719 52
e 9273 13361 53
e 1478 4691 53
e 3213 17002 54
e 7409 16912 54
e 1947 7184 55
e 4675 18683 56
e 13407 13767 56
e 4892 9637 56
e 3402 3939 56
e 1455 6714 57
e 8173 14137 57
e 2335 2870 57
e 255 912 57
e 7790 10893 58
e 10856 12111 58
e 12172 18582 58
e 3212 14602 59
e 8471 16439 59
e 14021 17146 60
e 14440 17401 60
e 9069 15056 61
e 1449 6695 61
e 889 2279 61
e 119 905 63
e 1934 2246 63
e 321 769 63
e 156 14337 63
e 463 6954 64
e 3386 3595 64
e 14147 18884 64
e 667 940 64
e 2533 3766 65
e 7208 9805 65
e 12280 17333 65
e 15455 19606 66
e 9398 16480 66
e 9404 16035 66
e 9535 15509 66
e 11749 13608 67
e 18141 18496 67
e 18395 19460 68
e 5842 16201 68
e 12302 12356 68
e 1116 2010 69
e 244 14155 69
e 1726 5835 70
e 12063 14240 71
e 2295 17021 71
e 941 7649 72
e 9876 12856 72
e 14107 18106 72
e 4960 7579 73
e 2159 3605 73
e 14199 16174 73
e 2383 7347 73
e 4989 8680 74
e 11584 16377 75
e 5668 5805 76
e 16210 16667 76
e 7611 14731 76
e 12 2444 77
e 1151 9210 78
e 6241 16951 79
e 3141 10391 79
e 4700 19838 79
e 5036 7528 80
e 6397 15699 80
e 3219 17914 81
e 17263 17625 81
e 17931 19663 81
e 843 7515 82
e 8858 14659 82
e 5475 16800 82
e 1692 3892 82
e 9179 19344 83
e 12293 13506 83
e 5421 10218 84
e 4239 7228 84
e 1491 2421 84
e 5370 12949 84
e 7834 12241 84
e 1846 2028 86
e 934 2784 86
e 6669 10868 86
e 9429 17321 86
e 85 3577 86
e 6844 12366 87
e 5552 9882 87
e 8872 19104 88
e 1137 1865 89
e 17291 17684 90
e 2599 15506 90
e 687 1251 91
e 15444 18038 91
e 5694 11277 91
e 4644 14457 91
e 277 17283 91
e 3552 7668 92
e 540 17917 93
e 10412 16057 93
e 3873 7876 94
e 5570 14519 95
e 2503 7759 95
e 10645 17749 96
e 9997 13438 96
e 474 883 96
e 8388 18863 98
e 4788 8342 98
e 4269 13247 98
e 5336 18925 99
e 1148 1538 101
e 10036 12815 102
e 606 1387 102
e 8453 16783 103
e 3805 9539 103
e 7277 7986 103
e 2579 17004 103
e 5292 14568 104
e 4582 14491 104
e 9220 17140 104
e 2114 11345 105
e 1703 14532 105
e 16647 19284 105
e 8008 9330 106
e 5566 8720 107
e 13322 16223 108
e 9440 11415 108
e 1977 3641 108
e 3418 15134 108
e 8918 11134 108
e 1365 5152 109
e 2199 3260 109
e 5924 18816 110
e 1476 18722 110
e 6031 18987 111
e 10291 14242 113
e 859 16972 113
e 16013 16392 113
e 8583 9349 114
e 469 12545 115
e 8890 8915 115
e 1453 1962 115
e 12996 18918 115
e 4827 18284 116
e 135 266 116
e 13496 15893 117
e 15952 18110 117
e 8426 12072 117
e 5058 7092 117
e 4110 19595 118
e 8560 10968 118
e 11099 14741 118
e 2457 10427 118
e 378 2884 119
e 5257 5288 120
e 11008 15736 120
e 17863 17899 121
e 2919 3215 121
e 13696 17931 121
e 4825 18505 122
e 9202 11276 122
e 4758 18554 123
e 4781 6601 123
e 3473 8768 123
e 2190 4969 123
e 2165 10089 124
e 2592 19673 124
e 3971 4742 124
e 10227 16124 126
e 4577 6747 126
e 4465 13720 126
e 1280 1480 127
e 2684 12829 128
e 3659 4919 128
e 2045 11498 130
e 6602 11380 130
e 8248 11467 130
e 2845 19644 132
e 2966 5525 132
e 9027 16044 133
e 13850 16365 134
e 12224 16048 134
e 7633 12323 135
e 11145 13769 135
e 18208 19160 136
e 1187 8837 137
e 136 930 137
e 6354 12911 139
e 707 8716 139
e 2397 16560 139
e 1875 14023 140
e 5200 10771 140
e 654 15425 140
e 9381 10858 141
e 17172 17398 141
e 13099 16773 142
e 2191 15111 142
e 8674 18803 143
e 2458 16951 143
e 13339 19851 143
e 4513 6126 143
e 2076 5365 144
e 12118 14443 145
e 4314 5192 145
e 12728 17046 145
e 10330 13798 145
e 2695 7131 146
e 4167 7510 146
e 15133 17491 146
e 6083 7827 146
e 3476 9700 147
e 11228 18799 148
e 1842 19601 148
e 13426 13978 148
e 12576 13558 149
e 57 792 150
e 2861 6197 150
e 2218 11139 150
e 4597 19200 150
e 3249 5873 151
e 1595 2860 152
e 3523 9386 152
e 8024 16701 152
e 5638 18955 152
e 10130 14764 153
e 372 1596 153
e 357 4595 153
e 18779 19124 154
e 2981 14707 154
e 2394 9754 155
e 3106 12919 155
e 13452 18340 155
e 1188 15018 155
e 1407 2396 155
e 8295 12645 155
e 5807 10884 156
e 13940 17739 156
e 9366 14236 156
e 5126 6912 156
e 5528 17119 156
e 2086 16916 156
e 10315 16847 158
e 11876 16294 158
e 19604 19617 159
e 5592 13878 159
e 8445 16700 160
e 6901 17045 160
e 10511 13184 160
e 193 16863 160
e 4686 13050 160
e 9687 11647 161
e 15205 18674 161
e 6125 10678 161
e 396 9907 162
e 3804 7324 162
e 2714 8407 162
e 11260 16494 162
e 3743 6311 163
e 2567 15833 163
e 4033 19601 164
e 7611 11853 164
e 2575 4864 164
e 1006 1255 165
e 1566 3353 166
e 4813 15283 167
e 371 5985 167
e 11340 11405 168
e 9779 17647 168
e 4751 11387 169
e 3606 3714 169
e 3022 3088 169
e 9188 16139 169
e 7126 15722 169
e 526 10079 170
e 1966 3202 170
e 1931 8992 171
e 4099 5151 171
e 2701 6589 172
e 9917 16956 172
e 1483 4833 173
e 4704 18935 174
e 1192 1600 176
e 7969 11486 176
e 2735 8055 176
e 1502 15371 176
e 10795 12605 177
e 13671 18577 178
e 14332 18610 178
e 14859 18874 178
e 6740 7403 179
e 7613 19864 179
e 12324 17757 180
e 6412 7879 180
e 102 7864 181
e 8846 17812 182
e 4191 6281 182
e 9393 15673 182
e 14783 16554 182
e 8086 11709 182
e 14725 15636 183
e 5035 14807 183
e 7840 9911 184
e 6100 12751 184
e 555 8566 186
e 5194 19455 186
e 6899 9454 186
e 767 10220 187
e 419 8404 187
e 14240 17021 187
e 14587 18194 187
e 4768 4826 187
e 4803 7907 188
e 13102 17733 188
e 29 17096 189
e 6394 19479 189
e 8001 11687 189
e 5028 11333 191
e 8941 17492 192
e 2032 15249 192
e 5982 10568 192
e 1270 5419 193
e 6338 19918 194
e 6929 16917 194
e 3506 10034 194
e 3099 3492 195
e 5778 10228 195
e 1994 13721 196
e 5546 16180 197
e 4679 11463 197
e 15940 16884 198
e 326 1638 198
e 6359 12659 198
e 1475 7605 199
e 8713 16717 199
e 680 848 199
e 308 4889 200
e 203 204 200
e 3929 4597 200
e 5664 13724 201
e 10140 10951 203
e 763 1327 203
e 4345 15089 203
e 10020 17177 204
e 5023 5308 204
e 8273 16154 204
e 8555 9586 204
e 655 15392 204
e 14489 17250 205
e 2847 7094 205
e 513 4929 206
e 15378 16715 206
e 10945 15376 207
e 7964 15697 207
e 2056 9123 207
e 6363 7019 208
e 13277 17237 209
e 4642 13706 210
e 6401 7675 210
e 5661 18383 211
e 847 1035 211
e 3450 7684 211
e 3630 4520 212
e 79 15768 212
e 3899 14219 212
e 4747 10409 212
e 3990 17604 213
e 4848 15240 213
e 9037 9488 213
e 9377 10307 215
e 339 10432 216
e 11883 18094 216
e 8493 16402 216
e 7560 11701 217
e 1334 17709 218
e 9060 9703 218
e 2815 12318 220
e 1520 10960 220
e 15479 17426 220
e 503 13156 220
e 7826 10378 220
e 8950 17521 220
e 6979 19608 222
e 81 318 222
e 5365 12916 222
e 7083 8282 223
e 1919 14885 223
e 1738 2555 223
e 2905 19014 223
e 13770 15113 224
e 16912 17807 224
e 2855 18067 224
e 17154 18624 225
e 7 103 225
e 577 11830 225
e 1702 9676 225
e 4721 14423 226
e 2576 3447 227
e 7742 11100 227
e 14302 16119 228
e 13420 19186 228
e 5073 12438 229
e 5357 11053 230
e 8865 13151 230
e 9814 17497 231
e 16536 18923 231
e 811 1256 231
e 2667 13504 232
e 1095 17138 232
e 535 892 232
e 5811 6104 232
e 7055 17898 232
e 10962 17352 232
e 1751 15470 232
e 7509 8733 233
e 8263 9391 234
e 2553 7642 234
e 5405 12401 234
e 2306 4862 235
e 7287 17531 236
e 9551 15672 236
e 770 19414 236
e 9182 11082 236
e 10080 16815 236
e 1384 18354 236
e 2699 7394 236
e 5596 5999 237
e 1700 7954 237
e 6055 14541 237
e 1262 12258 238
e 13512 18779 238
e 6292 13731 238
e 14544 18951 240
e 2731 14216 241
e 5811 13519 241
e 8890 19892 241
e 961 12945 241
e 14691 19852 241
e 17048 18698 243
e 1966 3846 243
e 9500 10272 243
e 9922 16442 244
e 9396 11439 244
e 1400 2475 245
e 2059 19936 245
e 2248 13635 246
e 723 6199 246
e 5737 19157 247
e 6694 9338 248
e 1885 15513 248
e 8999 19226 248
e 581 12480 249
e 148 2511 249
e 1502 6377 249
e 264 279 249
e 9218 19742 250
e 4970 10554 251
e 3531 13080 251
e 3069 17323 252
e 5331 9242 252
e 1317 16658 252
e 7557 9608 253
e 15249 18740 254
e 683 3881 255
e 8324 8555 255
e 9911 16395 256
e 5545 18815 256
e 8233 13082 256
e 15 10683 256
e 719 4508 256
e 4025 14697 257
e 1568 13391 258
e 6168 10140 259
e 1859 5469 259
e 4232 4285 259
e 6580 18934 260
e 7416 14926 260
e 661 7851 260
e 10607 13269 260
e 15002 16652 260
e 13038 13120 261
e 11861 12552 261
e 201 7223 262
e 3122 17051 263
e 4596 6240 263
e 2827 16412 264
e 1318 3207 264
e 3328 5078 265
e 1898 16119 265
e 337 746 265
e 6671 8860 265
e 101 6072 265
e 265 856 266
e 6445 7093 266
e 12299 14509 266
e 8216 13289 267
e 5900 12300 267
e 4319 18661 267
e 15208 18285 268
e 669 1670 268
e 271 582 269
e 8570 16869 270
e 14046 16825 270
e 5562 14983 271
e 1846 12797 271
e 11162 13840 272
e 4052 12302 272
e 3598 15467 272
e 3592 5353 273
e 5041 11515 273
e 11639 15880 274
e 3708 18668 274
e 13054 15632 274
e 1352 18514 276
e 13873 19172 278
e 724 1772 279
e 4633 16383 280
e 6989 13572 281
e 5219 18050 281
e 739 3622 281
e 6428 14756 281
e 10031 15837 281
e 114 421 282
e 6159 9756 282
e 4331 8728 282
e 1221 3630 282
e 11640 19440 283
e 18396 19351 283
e 6417 7169 284
e 79 18630 284
e 8412 11378 284
e 13865 16954 284
e 1915 17671 284
e 5655 7174 284
e 4115 18073 285
e 14823 19368 285
e 6645 12820 285
e 319 13235 285
e 8230 19977 287
e 3907 11547 287
e 3238 4672 288
e 14315 17914 288
e 6362 10063 290
e 4790 6746 290
e 26 89 291
e 10870 13296 291
e 7247 11601 293
e 2483 19476 293
e 11284 11410 293
e 288 17511 294
e 1310 12554 294
e 6358 16567 295
e 10603 15108 296
e 2187 4063 297
e 344 1700 297
e 3158 14693 297
e 3904 10931 298
e 8932 9848 298
e 345 7520 298
e 3703 10296 299
e 81 9826 300
e 16643 19760 300
e 1119 13004 301
e 648 1705 301
e 3973 11927 301
e 220 1059 301
e 8811 11034 302
e 2350 15719 302
e 816 18936 302
e 14368 18789 302
e 11982 13738 303
e 10889 19445 303
e 9751 18270 303
e 13214 19943 304
e 8907 13330 305
e 13249 14898 305
e 12413 19951 305
e 4404 10995 305
e 5706 14158 305
e 35 14968 306
e 918 8066 308
e 4819 8196 308
e 590 13273 308
e 7171 7861 309
e 2269 4128 310
e 12768 19600 310
e 11312 17144 310
e 12807 17830 311
e 8606 8864 311
e 2072 12212 311
e 3363 18192 311
e 4817 19010 311
e 6722 12511 312
e 1843 1913 313
e 493 4215 313
e 2044 17271 314
e 3726 11060 315
e 11567 17087 315
e 6887 16606 315
e 6096 17083 315
e 8004 11889 315
e 14813 15230 316
e 1524 17057 316
e 27 217 317
e 10578 15629 317
e 4094 15325 317
e 17110 18140 319
e 11981 16030 319
e 11827 18781 319
e 8696 13560 320
e 16892 17396 321
e 12447 13922 322
e 10055 10348 323
e 3307 12810 323
e 2560 11848 323
e 6908 7692 323
e 16425 19967 323
e 3287 13485 323
e 842 19983 324
e 261 4468 325
e 609 11197 325
e 5633 7067 325
e 4079 19920 325
e 773 890 325
e 9779 11709 326
e 2119 17420 326
e 5068 18385 326
e 10847 18871 326
e 8887 17958 327
e 1471 12724 328
e 1036 15950 329
e 13160 13852 330
e 1020 3991 330
e 47 13898 330
e 2451 10816 331
e 9773 14018 331
e 3489 14228 332
e 308 11480 332
e 2310 13437 333
e 2558 3328 333
e 12692 19603 333
e 9190 18151 334
e 3034 3671 334
e 2311 16346 334
e 3074 8139 334
e 1470 11941 334
e 71 14231 336
e 1772 4183 336
e 1501 1509 336
e 8859 19406 336
e 4138 18256 336
e 3041 4448 337
e 9249 18878 337
e 5402 13126 338
e 6390 16143 338
e 2251 17476 339
e 2196 19396 340
e 6945 19485 340
e 2204 2386 340
e 2908 6742 340
e 13119 18726 340
e 9900 17868 340
e 6311 8403 341
e 1106 18185 342
e 815 15393 343
e 736 6245 344
e 3857 6449 345
e 1309 10288 345
e 2926 16979 347
e 7322 15218 348
e 4769 14262 348
e 5858 13309 348
e 5970 11311 349
e 637 770 350
e 1168 7096 350
e 11446 15961 351
e 658 4170 352
e 2796 12645 352
e 5921 18482 352
e 18688 19648 352
e 6141 11612 352
e 3670 6306 353
e 6464 8498 353
e 6153 18950 354
e 3406 11284 354
e 842 17163 354
e 840 3560 355
e 4245 12787 355
e 10251 19569 355
e 13652 17122 356
e 12590 12613 357
e 7738 17271 357
e 4636 14307 357
e 8154 12555 358
e 7838 8528 358
e 1284 6040 358
e 11250 19114 359
e 15302 15334 359
e 14988 17133 360
e 5176 5201 360
e 4535 9755 361
e 13480 19341 362
e 6749 13366 362
e 1955 5048 363
e 2000 10801 363
e 2328 17108 363
e 9018 14308 364
e 1924 14850 364
e 3389 13338 364
e 5076 12238 364
e 9713 18550 364
e 10950 14445 365
e 1885 16967 365
e 4399 14071 366
e 2951 17653 367
e 6535 15895 368
e 7624 17231 368
e 6629 10421 370
e 8085 9374 370
e 10051 18072 370
e 2258 6869 372
e 2459 7171 372
e 7156 12150 372
e 7604 15511 372
e 3851 11057 372
e 4633 9213 372
e 4221 9444 373
e 9870 12353 374
e 3188 17362 374
e 8119 10247 374
e 11626 17335 374
e 69 10753 375
e 706 14569 375
e 1860 16610 376
e 2890 17901 376
e 8386 10155 376
e 8939 18249 377
e 5956 15250 377
e 12456 16360 377
e 14357 17565 378
e 10928 13416 379
e 3070 12161 379
e 11712 17835 379
e 8827 19858 380
e 1492 7947 381
e 2437 17099 381
e 4428 9809 381
e 818 10978 382
e 12612 17273 382
e 1491 8937 383
e 3203 8852 384
e 4356 16283 384
e 10653 18911 384
e 5453 6176 384
e 2828 14399 385
e 10501 19736 385
e 18229 18378 385
e 3947 17055 386
e 8340 16836 386
e 6228 16592 386
e 11968 14770 388
e 589 2462 388
e 3566 7831 388
e 641 17321 389
e 689 9222 390
e 8516 15881 391
e 9715 15642 391
e 11269 16375 391
e 6692 10262 392
e 240 1435 393
e 617 6468 394
e 2403 7019 394
e 951 2108 394
e 5832 18996 394
e 14139 18291 395
e 8575 10625 395
e 7312 13357 396
e 31 248 396
e 8089 14838 397
e 1778 13017 397
e 5471 15571 398
e 900 17363 398
e 12572 19190 399
e 16837 19224 399
e 3686 15864 399
e 260 19031 399
e 12725 15993 400
e 5226 13732 401
e 8488 16399 401
e 135 6692 402
e 1368 1921 403
e 6614 12065 403
e 7847 16830 403
e 938 14056 403
e 61 3034 404
e 1141 2814 404
e 9802 10021 404
e 8921 14614 405
e 4026 19770 406
e 1518 1939 407
e 2993 13734 407
e 4673 10966 407
e 403 7159 408
e 6584 16039 409
e 2190 6721 409
e 13557 17779 410
e 3472 16083 410
e 14684 19580 411
e 11631 19638 411
e 51 285 411
e 3303 9788 412
e 2463 15433 412
e 3070 17353 413
e 11421 12357 413
e 1108 18236 414
e 755 3715 414
e 3419 15738 415
e 9471 16447 415
e 3873 15109 416
e 6408 11114 416
e 4565 5299 416
e 6153 7252 417
e 5667 19724 417
e 7620 10180 418
e 335 1136 418
e 1441 9149 418
e 8997 11209 419
e 3076 9541 419
e 19601 19871 419
e 1998 7288 420
e 214 10122 420
e 2337 15638 420
e 5602 12677 420
e 16251 17106 420
e 11351 16538 420
e 1846 7398 420
e 8457 18308 420
e 5240 9622 421
e 695 2977 421
e 18769 19967 421
e 1186 12011 421
e 4703 11887 423
e 9743 16067 423
e 14045 16744 424
e 2471 17497 424
e 9798 9856 424
e 6081 8062 424
e 1434 4558 424
e 11454 16669 426
e 491 11569 426
e 9999 19330 426
e 6128 16145 428
e 7451 16148 428
e 2162 12596 429
e 17035 18106 430
e 8015 13687 431
e 6155 13403 432
e 2777 8922 432
e 2588 9848 432
e 11738 14922 432
e 913 4200 432
e 10734 18898 433
e 1692 13010 434
e 6803 7449 435
e 2532 4176 438
e 2655 9292 438
e 6862 11446 438
e 5063 7901 438
e 11488 18322 438
e 2487 7433 439
e 6338 8510 439
e 7241 7346 439
e 6819 16482 440
e 697 7110 440
e 944 3301 440
e 2046 5063 440
e 4224 11571 441
e 15099 18079 441
e 2123 5363 441
e 9467 17651 441
e 12440 14292 442
e 179 19400 442
e 4467 8872 445
e 4005 9761 445
e 11533 18905 447
e 10123 14521 447
e 15942 17201 447
e 5995 13409 448
e 11938 16215 448
e 11063 18720 449
e 1323 13562 449
e 11237 17220 450
e 8609 9285 450
e 887 1795 450
e 1947 13642 450
e 16791 17868 450
e 333 557 451
e 7319 12999 451
e 3484 18151 451
e 3315 18595 451
e 4446 13988 451
e 5535 12066 452
e 13538 16958 452
e 1834 6694 453
e 17652 17899 453
e 5389 6619 454
e 9043 18662 454
e 6949 14989 454
e 7077 10807 455
e 2814 3137 455
e 11612 19504 455
e 2534 16010 456
e 16821 18155 456
e 8307 14374 456
e 1743 11368 457
e 3862 16700 457
e 1215 8269 457
e 7591 9300 458
e 14124 16616 458
e 16944 17614 458
e 6648 18638 458
e 10091 19694 458
e 2677 5900 459
e 9955 16980 459
e 7891 17305 459
e 1879 14691 459
e 12026 13818 459
e 3495 5004 460
e 14764 18793 460
e 5408 16308 460
e 10637 16572 460
e 10354 12300 461
e 5308 13868 461
e 5207 6044 461
e 14518 14975 462
e 5942 13107 463
e 3595 13837 463
e 2646 12657 464
e 8372 12534 464
e 10704 14898 465
e 3484 8402 466
e 15191 16129 466
e 13326 16169 467
e 3576 12445 467
e 12077 13954 468
e 6029 9785 468
e 7679 10256 468
e 5551 6746 470
e 782 906 470
e 2888 6557 471
e 1301 2346 472
e 5411 17519 473
e 3457 11299 474
e 10745 18697 474
e 7641 10586 475
e 6770 6954 475
e 2580 10563 476
e 5787 16715 478
e 359 10946 478
e 1794 2611 478
e 1841 12402 478
e 5779 9003 479
e 6672 10154 480
e 3984 19696 481
e 1772 14935 481
e 14418 14999 481
e 12726 15294 481
e 795 5716 481
e 10168 16285 481
e 2622 5050 481
e 71 293 482
e 7527 18982 483
e 15294 16578 483
e 4308 4973 483
e 1562 13858 484
e 8603 15070 484
e 1878 5210 484
e 5222 7911 485
e 15058 19442 485
e 10242 19449 485
e 6747 12232 485
e 1517 17702 485
e 4336 11840 486
e 555 4972 486
e 1520 13157 487
e 6318 9174 487
e 1140 12004 489
e 1536 12214 489
e 2345 14950 489
e 6455 10704 489
e 3702 16992 489
e 6304 8511 489
e 9322 11456 490
e 614 2160 490
e 9292 19429 491
e 1617 19033 491
e 2609 17694 491
e 9094 11600 491
e 13364 15635 491
e 674 5564 492
e 10847 11787 492
e 2186 8395 493
e 126 9564 494
e 3905 4692 495
e 11011 19014 495
e 8987 9482 496
e 10585 13558 496
e 411 3701 497
e 3376 17833 497
e 3505 7869 497
e 2339 9596 498
e 2280 2841 498
e 9089 18341 498
e 1215 17800 498
e 3211 11287 499
e 6715 18003 499
e 1190 16507 500
e 15832 19551 501
e 306 5881 502
e 11562 14785 502
e 8433 17310 502
e 5232 18205 503
e 10083 12770 503
e 10450 17546 504
e 9153 12998 505
e 15218 18427 505
e 33 2280 506
e 2521 12485 506
e 3133 15143 506
e 14340 19698 506
e 12984 14674 506
e 2412 19029 506
e 1396 13333 506
e 4706 13602 506
e 3825 13465 507
e 2360 2448 507
e 1191 4783 507
e 1089 2187 508
e 1420 9289 508
e 3489 8993 508
e 6768 7684 509
e 3523 14312 509
e 4898 5216 509
e 4140 10944 509
e 1782 9874 509
e 12175 15570 510
e 8503 8710 510
e 10891 19639 511
e 935 14793 511
e 5513 13217 511
e 7536 13148 511
e 5794 9935 512
e 163 2988 512
e 6701 19726 512
e 2567 8873 513
e 17267 18784 513
e 4666 5904 514
e 11876 12010 515
e 8850 17976 515
e 511 5931 515
e 1803 6525 515
e 9126 9692 516
e 8251 19247 516
e 4015 9059 517
e 1987 7033 517
e 3701 16262 518
e 10639 12301 518
e 7131 16027 519
e 7277 13711 519
e 3798 16332 519
e 357 8490 520
e 7470 11789 521
e 5960 18747 521
e 169 13182 522
e 11041 13382 522
e 821 1301 522
e 5616 5672 523
e 4320 13836 523
e 6346 17496 523
e 13364 19717 523
e 8958 13896 524
e 6643 13651 525
e 1331 4343 525
e 2490 19243 525
e 1355 5314 525
e 3909 18300 526
e 2677 6260 526
e 3601 19256 526
e 3768 13681 527
e 48 15999 527
e 1895 11896 527
e 1369 3814 528
e 14461 18322 529
e 12296 13378 530
e 7398 12090 530
e 8032 9482 530
e 699 4115 530
e 702 16621 531
e 13600 18551 531
e 1765 3503 531
e 1716 17987 532
e 1441 19880 532
e 2903 19638 533
e 1796 17676 533
e 8632 8675 533
e 977 5597 533
e 2457 19555 534
e 3506 17508 534
e 4369 6931 535
e 954 6571 535
e 1126 4317 536
e 3886 14565 536
e 9544 10077 536
e 4276 16992 537
e 11563 19685 538
e 5093 15477 538
e 14721 17760 539
e 3213 5540 539
e 12940 17395 539
e 6616 11374 540
e 3315 12616 540
e 7666 12827 540
e 725 6048 541
e 7676 10919 541
e 11724 19773 541
e 534 2950 541
e 2799 4143 541
e 2062 14448 541
e 5477 19000 541
e 1232 3729 542
e 18607 19775 542
e 1425 14435 542
e 4008 6668 543
e 8273 15701 544
e 6787 17824 544
e 56 10377 544
e 1703 7903 544
e 524 5646 544
e 10782 17912 545
e 602 3702 546
e 2002 2601 546
e 8757 13555 546
e 458 11494 547
e 3585 4670 547
e 4517 16716 548
e 4254 16139 548
e 805 7070 548
e 6285 11056 549
e 2169 8221 549
e 4063 8382 549
e 1297 14898 549
e 558 2809 550
e 8697 10329 550
e 18294 19956 550
e 13329 14613 550
e 6018 17805 551
e 2686 8509 551
e 9380 19702 552
e 3282 16333 552
e 3876 14862 552
e 3788 17594 553
e 1115 6578 553
e 1031 14022 554
e 6718 13796 554
e 7980 14034 555
e 11758 16190 555
e 7887 16163 555
e 1673 3394 556
e 6368 15146 556
e 3378 6860 556
e 9483 17302 557
e 3006 3291 557
e 3855 3878 558
e 6837 16867 558
e 6835 11810 558
e 6580 8879 558
e 441 12878 559
e 1721 19221 560
e 10474 15283 560
e 10959 18621 560
e 8981 18905 560
e 1309 4972 561
e 357 11954 561
e 7183 10249 561
e 8892 12290 562
e 4608 15383 562
e 9602 15915 563
e 5747 10712 563
e 8088 17320 563
e 7820 14302 564
e 14147 17358 564
e 8603 8905 564
e 7904 9905 564
e 12069 13871 564
e 7402 14518 565
e 4809 7005 566
e 10271 11814 567
e 9129 10300 568
e 11635 18451 568
e 3686 8656 568
e 3355 7809 569
e 2776 4598 569
e 8256 18229 569
e 9215 13615 569
e 10225 13308 570
e 3221 9496 570
e 11513 17623 571
e 4243 6809 572
e 14590 18693 573
e 465 5758 573
e 9327 13057 575
e 956 2927 575
e 1929 8098 575
e 2424 12915 575
e 9888 10750 576
e 9545 18376 577
e 2455 2780 578
e 7203 10636 578
e 3086 17904 579
e 217 271 579
e 2308 19133 579
e 8354 12690 579
e 5389 5787 580
e 325 17557 580
e 10747 17097 581
e 4801 11801 581
e 11224 14840 581
e 2122 18558 582
e 4013 12181 582
e 229 13991 582
e 16293 19232 582
e 2146 15849 582
e 5918 10517 583
e 14714 17058 583
e 3978 14800 583
e 909 8166 583
e 172 10940 584
e 9848 11007 584
e 316 1337 584
e 1480 3638 585
e 1807 6436 586
e 3220 5200 586
e 6765 9820 586
e 171 3678 586
e 13542 17334 587
e 5054 5926 587
e 12016 13810 587
e 9199 11781 587
e 1293 1850 587
e 7057 7060 588
e 9015 9833 588
e 15470 16900 589
e 586 16139 589
e 464 17949 589
e 1188 6373 590
e 1713 4436 590
e 8756 17949 591
e 10400 16571 591
e 3340 17772 592
e 6734 12699 592
e 8552 9857 592
e 5382 8848 594
e 14637 18277 594
e 2787 16527 594
e 6891 19931 594
e 2211 8798 594
e 7237 10410 594
e 9498 17562 595
e 1599 7437 595
e 906 6324 596
e 1550 3237 596
e 1350 6273 596
e 6354 12711 597
e 19 8212 597
