c MST generated by Kruskal's Algorithm using Quick Sort
g 20000 19999
e 5036 12685 1906
e 11472 14456 1907
e 936 11063 1907
e 7401 15819 1908
e 1783 8395 1908
e 2517 4466 1908
e 6409 15428 1909
e 3478 4018 1909
e 12196 17781 1909
e 5687 6782 1909
e 323 10268 1910
e 4870 7053 1910
e 4299 18216 1911
e 9593 16506 1911
e 5343 9394 1912
e 2393 11618 1912
e 13862 16123 1912
e 1095 1292 1913
e 6935 16744 1913
e 4783 10591 1914
e 13557 15909 1914
e 8735 10959 1914
e 4066 8744 1916
e 6285 10120 1916
e 4379 8383 1916
e 1431 17566 1917
e 7579 18284 1917
e 8472 16557 1917
e 1073 16058 1917
e 1053 12583 1917
e 12999 17606 1918
e 115 1799 1918
e 13222 18942 1918
e 4536 19296 1918
e 15402 15505 1918
e 7510 8881 1919
e 2520 19572 1919
e 4283 13415 1919
e 8618 16248 1919
e 1771 8753 1920
e 16317 18203 1920
e 1109 13339 1920
e 385 9062 1921
e 10041 11051 1921
e 99 18423 1921
e 6584 8546 1922
e 4175 8557 1922
e 12513 13031 1922
e 6540 12838 1922
e 9559 14684 1922
e 2999 19062 1924
e 13350 13648 1924
e 7638 11084 1925
e 96 5853 1925
e 2182 3389 1925
e 12832 13884 1926
e 4105 14734 1926
e 2395 18523 1927
e 4767 14860 1927
e 1388 3890 1927
e 1019 1894 1927
e 3752 16847 1928
e 36 17995 1928
e 8685 16543 1928
e 8810 11600 1929
e 3488 10998 1929
e 5224 5588 1929
e 16553 18053 1929
e 15978 17191 1930
e 7923 17978 1931
e 953 16306 1931
e 4589 6616 1932
e 8503 15080 1932
e 1682 16856 1932
e 3726 4064 1932
e 1945 13645 1932
e 1146 11675 1933
e 6355 17035 1934
e 2259 19939 1934
e 17458 18731 1935
e 3743 3916 1935
e 10331 11900 1935
e 10639 11970 1935
e 4490 12709 1936
e 1495 4956 1936
e 16121 19804 1938
e 4281 4872 1938
e 7924 13541 1938
e 997 2598 1938
e 10453 17847 1938
e 432 14858 1938
e 10732 19627 1941
e 2713 5410 1941
e 732 1870 1941
e 434 2406 1943
e 3060 3991 1944
e 10331 19421 1944
e 6 450 1944
e 17870 18593 1944
e 6759 8551 1944
e 3130 3880 1944
e 16004 18135 1944
e 2984 7575 1944
e 994 9934 1944
e 3305 6833 1945
e 3522 14202 1946
e 11779 11949 1946
e 13277 15719 1947
e 1889 2119 1947
e 9496 15897 1947
e 3911 13811 1947
e 16291 19272 1948
e 17973 19168 1948
e 5483 14186 1949
e 5786 15194 1949
e 2448 11124 1950
e 9512 15215 1950
e 3795 7250 1950
e 13702 14676 1951
e 7115 10384 1951
e 8211 8930 1952
e 15405 18871 1953
e 5999 16790 1954
e 2195 18853 1954
e 2296 5497 1955
e 3851 7450 1955
e 16003 17079 1955
e 15274 18857 1955
e 7053 19573 1956
e 13150 15571 1956
e 11520 15076 1956
e 1291 9585 1957
e 8572 9337 1957
e 14619 18662 1958
e 15824 17569 1959
e 10766 13364 1959
e 415 15101 1959
e 326 19228 1959
e 590 1227 1960
e 5082 5840 1960
e 15072 16739 1960
e 2200 7041 1961
e 3237 18238 1962
e 877 884 1962
e 210 215 1963
e 3986 4162 1964
e 12058 15852 1964
e 15699 19445 1964
e 6160 12592 1964
e 13295 18131 1965
e 674 13475 1965
e 1441 6417 1965
e 2880 7332 1966
e 77 19575 1966
e 4352 7981 1967
e 1513 10811 1967
e 5202 15455 1969
e 338 7939 1969
e 5426 17405 1969
e 3629 11553 1969
e 936 6258 1969
e 9449 19429 1970
e 3784 14308 1970
e 10908 15702 1970
e 4473 8941 1970
e 10867 12949 1970
e 9516 17151 1970
e 8575 17038 1971
e 8143 11550 1971
e 8546 16527 1972
e 448 2197 1972
e 6583 10384 1972
e 11604 13583 1972
e 3449 8344 1973
e 6953 9540 1973
e 151 16304 1973
e 12598 15952 1974
e 1125 4906 1974
e 3718 13824 1974
e 1604 19191 1975
e 2693 4576 1976
e 11300 19821 1976
e 5895 10338 1976
e 6611 11758 1977
e 939 1199 1978
e 5732 11287 1978
e 4068 13718 1978
e 6309 18939 1979
e 3388 5643 1979
e 171 1578 1980
e 113 1073 1980
e 8765 14620 1982
e 1754 7844 1982
e 3412 5361 1982
e 3373 8228 1983
e 7222 8288 1983
e 1617 17106 1983
e 682 5248 1984
e 2709 2972 1986
e 6432 19284 1986
e 8410 12405 1986
e 4441 13655 1986
e 8911 17666 1986
e 6066 12438 1988
e 12528 15923 1989
e 3138 18012 1989
e 5870 7591 1990
e 1789 10423 1991
e 1428 2106 1991
e 608 18840 1992
e 9090 15437 1993
e 2475 3626 1993
e 4974 13184 1993
e 2285 13311 1994
e 7234 15163 1994
e 9406 12936 1994
e 10838 11316 1994
e 1546 14862 1994
e 14803 16501 1995
e 2779 3289 1995
e 1469 11156 1997
e 3109 19262 1999
e 10312 11539 1999
e 10662 17957 1999
e 9442 17234 2000
e 8241 13275 2000
e 9735 15619 2000
e 1048 5618 2000
e 1519 12689 2001
e 9252 17649 2001
e 7264 12892 2001
e 9014 13688 2001
e 6889 13998 2001
e 11146 17723 2002
e 7136 9281 2002
e 5705 17445 2002
e 956 6862 2003
e 8724 12734 2003
e 9487 9725 2004
e 11431 19404 2004
e 6955 8537 2004
e 4624 6569 2004
e 11281 15414 2005
e 15870 18027 2005
e 823 6196 2005
e 16257 18693 2006
e 7181 17495 2006
e 6060 16406 2007
e 14142 15896 2007
e 1984 5161 2007
e 8060 11866 2007
e 11670 15810 2007
e 10492 12980 2007
e 12324 15522 2007
e 8167 10308 2008
e 5925 10366 2008
e 2761 17993 2008
e 9365 15128 2008
e 6396 7008 2008
e 6694 10870 2009
e 6827 16072 2009
e 15354 16683 2010
e 1041 6865 2010
e 2017 10888 2010
e 9049 9905 2010
e 10542 12332 2011
e 12197 17136 2011
e 2163 7153 2011
e 10061 11724 2011
e 967 2590 2012
e 316 18970 2013
e 850 12285 2014
e 4618 12536 2014
e 4555 15008 2014
e 2177 3826 2015
e 9159 11363 2016
e 324 6000 2016
e 990 15269 2017
e 17156 19390 2017
e 3015 18803 2017
e 3074 7293 2018
e 4911 19133 2018
e 17305 19988 2018
e 524 12693 2019
e 5177 13428 2019
e 8 339 2019
e 431 4181 2020
e 15960 18531 2020
e 4550 14894 2022
e 2558 16712 2022
e 4695 7282 2022
e 7661 9186 2023
e 15609 18213 2023
e 2479 8276 2023
e 2497 14670 2024
e 1520 4207 2024
e 9324 12196 2025
e 7743 8477 2025
e 12312 17501 2027
e 3502 5494 2027
e 5785 16730 2028
e 2719 3604 2029
e 10693 14661 2030
e 6703 12928 2030
e 739 4538 2031
e 3488 6195 2031
e 9862 17748 2031
e 14710 18022 2032
e 7931 14697 2032
e 11674 14625 2032
e 1642 7209 2033
e 33 1003 2033
e 3336 4861 2033
e 5899 16870 2034
e 2570 12875 2034
e 2518 2727 2034
e 51 4096 2035
e 11740 15892 2035
e 789 3439 2035
e 5497 17963 2036
e 3658 10547 2036
e 533 11607 2036
e 42 881 2036
e 12037 14296 2036
e 661 803 2036
e 2534 8180 2036
e 2283 9147 2037
e 8166 17669 2037
e 15474 15693 2038
e 12719 12890 2038
e 2865 4977 2038
e 12021 15496 2039
e 10126 16206 2039
e 1264 12169 2039
e 6456 6987 2040
e 2892 15538 2040
e 1343 14098 2041
e 11858 17976 2041
e 12910 13667 2041
e 12947 17290 2042
e 1034 5491 2042
e 2220 19791 2042
e 5291 17588 2042
e 11556 19676 2043
e 15272 19792 2043
e 9231 12354 2044
e 3326 4316 2045
e 1385 19514 2049
e 5577 18560 2050
e 6802 9032 2050
e 13281 19403 2051
e 8485 8646 2052
e 2989 16719 2052
e 11571 17684 2053
e 1040 2215 2053
e 408 4131 2054
e 175 4581 2055
e 733 1241 2055
e 10986 19842 2056
e 11908 19873 2056
e 152 255 2056
e 5764 19850 2056
e 9117 10292 2056
e 8876 15822 2057
e 11634 13543 2057
e 929 7995 2057
e 6435 6479 2057
e 958 5401 2057
e 9463 17687 2058
e 371 640 2058
e 6684 18944 2058
e 1678 7521 2058
e 9924 19825 2058
e 11178 16814 2058
e 5591 16106 2059
e 9122 17716 2059
e 7394 7486 2059
e 17153 18175 2059
e 15919 16176 2059
e 1771 5433 2059
e 3188 11979 2060
e 12939 16380 2060
e 6288 6801 2060
e 4411 10670 2061
e 714 12901 2061
e 9059 11289 2062
e 12743 15296 2062
e 525 9589 2062
e 8020 11820 2062
e 11226 17486 2063
e 5154 14910 2064
e 6489 10377 2064
e 5503 10916 2064
e 11106 11286 2064
e 17136 18959 2065
e 271 5717 2065
e 311 18301 2066
e 4587 17418 2066
e 5605 13328 2067
e 16003 16017 2068
e 1592 11720 2068
e 4510 10821 2070
e 4893 16712 2070
e 4387 6267 2071
e 111 407 2071
e 1058 1069 2072
e 6354 12718 2073
e 6002 11459 2073
e 9206 12641 2074
e 3196 13708 2075
e 9525 16095 2075
e 13360 16208 2075
e 14940 19133 2076
e 13437 18483 2076
e 10255 16762 2076
e 4179 18709 2077
e 12175 15691 2079
e 4124 17455 2079
e 2955 9536 2079
e 4438 16697 2079
e 4909 8147 2080
e 13463 18694 2080
e 8060 18884 2081
e 5761 17566 2081
e 10796 13433 2081
e 8377 9337 2081
e 4300 10062 2081
e 7654 9598 2082
e 6725 15915 2083
e 9099 18387 2083
e 5968 18654 2084
e 1155 10879 2084
e 11215 17782 2084
e 7970 9318 2085
e 16286 17470 2086
e 10347 10435 2086
e 2361 6605 2087
e 11297 14896 2087
e 10479 18679 2087
e 250 290 2088
e 3026 3492 2089
e 17422 18121 2089
e 12329 13230 2089
e 9183 14910 2090
e 12717 12773 2090
e 15 52 2090
e 4277 4414 2091
e 4988 16554 2091
e 4910 18752 2092
e 9876 17561 2093
e 10956 17789 2093
e 9232 18419 2093
e 6185 18915 2093
e 12788 14242 2093
e 5654 19985 2094
e 3449 16312 2094
e 314 4539 2095
e 13681 14593 2095
e 5357 11138 2095
e 2739 5955 2097
e 10998 13956 2097
e 346 9551 2097
e 14005 18356 2097
e 16665 18173 2098
e 1484 18505 2098
e 4230 4451 2101
e 5034 8147 2101
e 6791 8854 2101
e 1615 14299 2102
e 392 5403 2103
e 6729 15167 2103
e 5122 5149 2104
e 4274 16250 2104
e 6593 8578 2105
e 13542 17833 2105
e 5899 11405 2105
e 11200 19866 2106
e 4172 18578 2106
e 2066 4466 2106
e 18401 19915 2107
e 2945 15105 2107
e 8471 10853 2107
e 12649 19075 2107
e 522 13661 2108
e 1228 4227 2109
e 10996 16950 2110
e 6495 9864 2112
e 163 1113 2112
e 1645 10277 2112
e 10444 17664 2112
e 5259 8009 2112
e 40 1082 2112
e 9622 14749 2112
e 8438 9578 2113
e 7828 18500 2113
e 1368 16123 2113
e 4448 16098 2114
e 4794 16920 2114
e 9111 12248 2114
e 2601 7189 2115
e 3779 13489 2115
e 27 1031 2115
e 6941 15328 2116
e 9387 13616 2116
e 3254 14887 2116
e 4010 13209 2117
e 8815 11837 2117
e 13181 13193 2118
e 3630 10483 2118
e 9951 16301 2118
e 1229 4850 2118
e 1621 12226 2119
e 2897 17482 2119
e 8298 17950 2120
e 424 11295 2120
e 4091 9153 2120
e 1885 2338 2120
e 18617 19309 2122
e 1306 10742 2123
e 1262 2077 2123
e 5315 14541 2124
e 2327 9459 2125
e 3476 6094 2126
e 7934 11554 2126
e 3220 11164 2126
e 8328 16518 2126
e 11637 18655 2127
e 4068 19520 2127
e 3568 12273 2127
e 2977 4370 2128
e 3775 7066 2128
e 143 747 2129
e 9281 13954 2129
e 5726 18655 2129
e 7502 7505 2131
e 2387 12040 2131
e 7659 19556 2132
e 11999 15238 2132
e 14509 16952 2133
e 4472 11931 2133
e 3601 15758 2133
e 2409 7153 2133
e 5042 10790 2134
e 4403 6224 2134
e 962 5179 2134
e 1278 3479 2135
e 6303 10129 2135
e 16162 17209 2136
e 8897 16148 2136
e 7172 13573 2136
e 877 15338 2136
e 61 2491 2136
e 5459 14879 2137
e 1833 14006 2137
e 11141 19571 2138
e 8509 12005 2138
e 6215 8858 2139
e 7133 9775 2140
e 7402 10170 2140
e 3967 8282 2140
e 92 19534 2140
e 1398 9751 2141
e 578 1470 2141
e 4373 18516 2141
e 4280 9373 2142
e 6764 8067 2142
e 4790 6605 2143
e 1512 10987 2145
e 426 12437 2145
e 13273 15099 2147
e 10922 18857 2147
e 245 1238 2147
e 2042 9957 2149
e 8534 15998 2149
e 2201 15749 2150
e 12441 16547 2150
e 1034 13142 2150
e 5427 18687 2150
e 7224 19317 2150
e 1625 14108 2150
e 15742 18325 2151
e 6059 13816 2153
e 7129 7605 2154
e 6304 15764 2154
e 14249 15620 2154
e 15167 18980 2155
e 17877 19487 2155
e 12594 17757 2155
e 1384 6312 2155
e 295 435 2156
e 1511 8068 2156
e 12848 18643 2157
e 4938 10504 2157
e 2884 14041 2157
e 9418 15414 2158
e 14072 15599 2158
e 9516 9707 2159
e 5963 12299 2159
e 4667 15580 2160
e 3523 9626 2161
e 3682 18120 2161
e 8985 11587 2161
e 7329 19517 2161
e 9341 17941 2162
e 2943 16083 2162
e 9733 16200 2162
e 7315 9962 2163
e 4230 13855 2163
e 583 2637 2163
e 15433 17193 2163
e 2084 10268 2164
e 3817 12691 2164
e 9036 9757 2164
e 7153 10311 2165
e 5397 17191 2165
e 1937 2485 2165
e 3852 5302 2166
e 2914 3764 2166
e 6826 7506 2167
e 6027 12628 2167
e 8147 15014 2168
e 9822 11708 2169
e 12404 16510 2169
e 11892 18475 2169
e 10133 19964 2169
e 691 12644 2170
e 838 13166 2170
e 1121 3129 2170
e 656 3818 2171
e 3150 4251 2172
e 7696 13858 2172
e 4255 8600 2172
e 12624 17014 2173
e 795 13823 2173
e 10329 16084 2173
e 116 1315 2174
e 14129 19393 2174
e 13958 17767 2174
e 6480 15441 2174
e 2979 3754 2175
e 5451 11698 2175
e 662 2245 2177
e 5929 12128 2178
e 11438 12705 2178
e 12251 19024 2178
e 5089 17916 2178
e 8813 14371 2178
e 16016 18069 2179
e 5358 15211 2180
e 2418 19719 2180
e 11211 13170 2180
e 867 10323 2180
e 650 4240 2180
e 4977 6416 2180
e 9557 18873 2181
e 1465 16597 2183
e 1708 5162 2183
e 4644 14564 2183
e 10479 11253 2184
e 1253 17445 2184
e 7523 9581 2185
e 714 15326 2185
e 1342 6336 2185
e 1571 1729 2186
e 972 2676 2186
e 63 10861 2187
e 2733 3862 2187
e 8529 13010 2187
e 1205 7421 2187
e 2041 18710 2188
e 873 889 2188
e 10814 17205 2189
e 155 8892 2190
e 212 732 2191
e 3553 5430 2191
e 5187 19142 2192
e 15639 16374 2194
e 1416 9811 2194
e 4524 16048 2194
e 7604 19358 2194
e 264 14917 2195
e 4227 16169 2195
e 266 5819 2195
e 16259 19633 2196
e 12366 12687 2196
e 4587 11217 2196
e 4202 4973 2196
e 4357 18733 2196
e 6780 18793 2196
e 850 7771 2198
e 16929 18209 2198
e 11175 12853 2200
e 4935 18134 2200
e 6060 12786 2200
e 4943 5072 2201
e 4522 11211 2201
e 11210 18458 2201
e 17024 17809 2201
e 10894 10934 2202
e 14187 19154 2203
e 2931 16655 2203
e 16108 17824 2203
e 202 3505 2204
e 2765 11203 2204
e 778 798 2205
e 825 14400 2205
e 3503 3739 2205
e 4587 6279 2206
e 12023 17665 2206
e 6663 9699 2206
e 11503 11632 2206
e 7979 10683 2206
e 6240 13707 2206
e 8436 14383 2207
e 1645 14977 2207
e 4121 14781 2207
e 14521 19956 2208
e 9524 15769 2208
e 12011 13248 2210
e 5439 8086 2210
e 4535 15032 2211
e 10701 14209 2211
e 1317 3885 2211
e 11110 12796 2211
e 14468 17003 2212
e 10877 17712 2212
e 3639 19928 2212
e 2649 3471 2213
e 16128 16418 2213
e 10746 15798 2213
e 9523 16174 2214
e 1784 6046 2214
e 1111 19030 2215
e 8521 10968 2215
e 7365 16373 2215
e 332 396 2215
e 8407 14066 2216
e 5197 11498 2216
e 2994 3233 2216
e 3009 4178 2218
e 523 5341 2218
e 715 15416 2219
e 5302 17445 2219
e 9073 15995 2219
e 4883 7505 2220
e 3593 11940 2220
e 10573 15273 2221
e 3341 6747 2221
e 171 355 2221
e 2956 7034 2222
e 13002 18730 2223
e 6025 19041 2224
e 9872 10406 2225
e 2816 11581 2225
e 1154 2854 2226
e 8492 13164 2226
e 8929 14553 2226
e 3494 10300 2226
e 3554 19142 2227
e 4235 11232 2227
e 8960 12621 2228
e 5010 7839 2228
e 11625 13076 2228
e 6001 7818 2228
e 10775 10862 2228
e 9648 10620 2228
e 7404 17593 2228
e 2866 3869 2228
e 1016 12788 2229
e 3169 18985 2229
e 8906 13867 2230
e 11824 19340 2230
e 16229 18054 2231
e 144 19150 2231
e 10097 17629 2232
e 3623 4966 2233
e 11858 15067 2233
e 16083 19091 2233
e 5843 14123 2234
e 10006 18482 2234
e 9545 13393 2234
e 1396 2255 2234
e 10612 15908 2234
e 7048 14095 2234
e 2735 11023 2234
e 2716 3966 2235
e 5601 6334 2235
e 4177 11079 2236
e 7164 16004 2236
e 4792 14833 2237
e 2419 10902 2237
e 8092 14346 2238
e 10389 15459 2238
e 17166 18170 2238
e 6085 16262 2238
e 17393 18203 2240
e 18049 19229 2241
e 13875 16351 2241
e 13387 18097 2241
e 2147 8806 2242
e 9880 11632 2243
e 10742 17022 2243
e 2157 17599 2243
e 17158 19335 2243
e 6282 8971 2243
e 5104 7632 2243
e 420 14222 2244
e 3249 10033 2244
e 606 6876 2244
e 825 1186 2244
e 3197 18582 2245
e 587 1134 2245
e 12917 13246 2246
e 14443 18710 2246
e 9676 16741 2246
e 4824 5832 2247
e 2273 9251 2247
e 8332 8455 2248
e 11519 11885 2248
e 69 5491 2249
e 4528 7400 2249
e 44 8494 2250
e 6511 15138 2250
e 5963 12031 2251
e 14774 17892 2251
e 3933 9478 2252
e 7359 11322 2252
e 5571 6842 2252
e 15497 17812 2253
e 4899 8386 2253
e 3675 5603 2254
e 233 7034 2254
e 2990 4853 2255
e 2186 10171 2255
e 1686 7295 2256
e 1071 14085 2257
e 3730 8869 2257
e 2919 10861 2257
e 5072 17749 2257
e 5068 10152 2257
e 3892 10740 2257
e 3504 18210 2257
e 2373 5323 2257
e 1236 3116 2259
e 10827 16882 2259
e 1747 2480 2259
e 1188 6572 2260
e 2820 8381 2260
e 14118 15436 2261
e 6723 7478 2261
e 3392 18715 2262
e 10905 18756 2262
e 3405 4847 2263
e 10905 19624 2263
e 636 8297 2264
e 5229 16984 2265
e 2504 18082 2265
e 12275 13942 2265
e 8502 12764 2265
e 17163 19493 2265
e 2805 11988 2265
e 5864 7898 2265
e 9004 12146 2266
e 5657 5674 2266
e 10192 18892 2266
e 3052 18209 2267
e 5756 11682 2267
e 17782 19661 2267
e 2443 5492 2267
e 1615 11588 2268
e 2124 10121 2269
e 3725 18929 2269
e 11658 15708 2271
e 7216 17526 2271
e 12616 14721 2272
e 1354 13494 2272
e 9753 18886 2274
e 3317 7472 2274
e 7255 18129 2274
e 46 882 2274
e 4309 18197 2275
e 7331 14761 2275
e 10641 12226 2276
e 106 13837 2277
e 5055 12491 2277
e 113 14130 2277
e 5464 11719 2278
e 3631 19505 2279
e 541 7455 2279
e 6276 11305 2279
e 2005 4012 2279
e 12273 16104 2279
e 1881 2154 2280
e 10203 15119 2281
e 8399 14181 2283
e 8994 13016 2284
e 556 17540 2284
e 2740 9097 2285
e 1625 3801 2285
e 15822 16565 2285
e 9567 14849 2286
e 38 2597 2287
e 8831 13430 2288
e 9 131 2288
e 12842 19822 2288
e 11952 19104 2288
e 14 679 2289
e 13128 17869 2289
e 782 4050 2289
e 10523 13265 2289
e 4064 6606 2289
e 7668 10513 2289
e 13223 19007 2290
e 1332 3808 2291
e 3575 17473 2291
e 1945 3886 2291
e 7490 7793 2291
e 9119 9475 2291
e 10155 11043 2291
e 7356 11185 2291
e 11223 19639 2291
e 399 3464 2291
e 2172 14829 2291
e 9640 17952 2292
e 1130 9098 2292
e 10288 18055 2292
e 694 1514 2292
e 9348 10605 2292
e 18307 19049 2292
e 1562 13496 2292
e 11759 17856 2294
e 8846 18315 2294
e 7188 12652 2295
e 8292 13708 2295
e 2922 7265 2295
e 4505 15654 2295
e 811 19182 2295
e 4102 15164 2296
e 4918 16872 2296
e 5272 15188 2296
e 5623 16688 2298
e 8164 11082 2299
e 5106 11406 2299
e 13456 14596 2299
e 77 13021 2299
e 5417 13676 2299
e 7055 12783 2300
e 12504 18100 2300
e 1148 6523 2301
e 4188 6080 2301
e 4556 7949 2301
e 4756 6339 2301
e 9378 19140 2302
e 8499 18554 2303
e 3188 10186 2303
e 4214 10616 2304
e 330 9176 2304
e 8443 11030 2304
e 278 3854 2305
e 17843 19094 2305
e 3527 16378 2306
e 8025 9413 2307
e 835 8133 2307
e 1281 18415 2307
e 12523 18838 2307
e 10690 15181 2308
e 6397 17039 2308
e 86 1647 2308
e 6272 6793 2308
e 9630 12615 2309
e 6163 14707 2309
e 5875 19877 2309
e 1408 18341 2310
e 12570 15987 2311
e 10223 11854 2311
e 7644 17132 2311
e 3170 15697 2311
e 2575 10716 2312
e 9784 12598 2315
e 2189 8359 2315
e 2896 5217 2315
e 5914 9076 2316
e 4712 13259 2316
e 1808 6996 2316
e 2988 19110 2316
e 2468 17243 2316
e 3914 12137 2317
e 14116 19122 2317
e 11594 15337 2318
e 7012 16553 2318
e 4419 6111 2318
e 2961 17464 2319
e 6251 6575 2319
e 1851 6010 2320
e 2 24 2320
e 2762 7543 2320
e 3343 3454 2321
e 15514 18495 2321
e 4899 8775 2321
e 4486 5398 2321
e 19036 19748 2322
e 9949 12993 2323
e 15330 18653 2323
e 16246 19291 2324
e 396 4431 2324
e 3888 12513 2324
e 4518 9182 2325
e 5720 13951 2326
e 11500 18719 2327
e 868 1551 2327
e 1269 16699 2328
e 2437 12941 2328
e 762 2620 2328
e 12046 19668 2329
e 5091 9088 2329
e 13131 16100 2329
e 3254 19264 2330
e 6413 12574 2330
e 4120 4285 2330
e 14335 17119 2330
e 3307 4938 2330
e 11987 17072 2331
e 220 2387 2331
e 1377 17079 2333
e 5474 7777 2333
e 4245 16388 2333
e 8854 12751 2334
e 11501 15323 2334
e 5147 7120 2334
e 7919 10199 2335
e 206 4769 2335
e 9279 13181 2335
e 502 15641 2336
e 9728 18936 2336
e 1782 16510 2337
e 12319 13982 2339
e 8412 13891 2340
e 4330 14575 2340
e 3959 14580 2340
e 10723 14072 2341
e 7604 16450 2341
e 2093 6848 2342
e 116 6279 2342
e 3185 4708 2344
e 3424 6645 2344
e 746 3650 2344
e 1873 2951 2344
e 7065 14954 2344
e 5121 9485 2344
e 8497 11472 2344
e 801 16914 2344
e 7480 17996 2346
e 3666 17475 2346
e 2759 19712 2346
e 11169 18801 2348
e 3002 11917 2348
e 2684 4825 2348
e 1636 3960 2348
e 5135 10326 2348
e 7239 13828 2349
e 9019 10618 2349
e 2563 8392 2349
e 7839 9625 2349
e 2129 17145 2350
e 5475 18486 2350
e 11801 15640 2351
e 6435 13823 2351
e 10209 16081 2352
e 11143 12767 2353
e 2498 16626 2353
e 8947 12460 2353
e 116 1876 2354
e 12674 18438 2354
e 2300 10772 2354
e 1929 2227 2355
e 2073 8156 2355
e 13244 14150 2356
e 4619 16585 2356
e 138 6864 2357
e 5595 14013 2357
e 1804 3572 2357
e 16435 17388 2358
e 9557 17630 2358
e 10818 14477 2358
e 2139 2791 2358
e 10054 13810 2358
e 209 12143 2359
e 6189 12655 2359
e 3792 4973 2359
e 11364 17034 2360
e 6930 8134 2360
e 16172 18166 2360
e 8408 10385 2361
e 4655 18367 2361
e 5083 10792 2361
e 3394 9458 2361
e 7478 8507 2361
e 11018 14228 2361
e 448 14113 2362
e 9947 12881 2363
e 945 14041 2363
e 4179 6036 2364
e 2354 10392 2365
e 11407 17212 2365
e 11546 16050 2366
e 5226 10894 2366
e 317 11883 2367
e 9810 16082 2367
e 11727 12901 2367
e 5490 16146 2367
e 4512 13430 2368
e 9438 15609 2369
e 7177 19015 2369
e 2212 14597 2369
e 1198 16654 2369
e 1007 4935 2370
e 5208 19836 2370
e 1589 2150 2371
e 6321 13630 2371
e 2682 8767 2372
e 9132 10558 2372
e 8901 9833 2373
e 15740 16749 2373
e 8310 16996 2373
e 114 696 2373
e 10824 19789 2373
e 8766 16507 2374
e 11281 17144 2374
e 11648 13753 2374
e 9628 17663 2375
e 3669 19551 2375
e 7591 12330 2375
e 2461 7028 2375
e 7461 15940 2376
e 713 18192 2376
e 1493 4067 2376
e 1258 17876 2376
e 2481 10818 2376
e 1067 7661 2376
e 8355 19938 2377
e 15433 17284 2378
e 6323 10526 2378
e 534 4602 2378
e 3120 5938 2379
e 182 2499 2380
e 10267 12707 2381
e 6754 12578 2381
e 3722 7696 2381
e 14849 16290 2381
e 5712 7891 2382
e 126 186 2382
e 9930 16420 2382
e 7885 19472 2382
e 12123 14843 2383
e 470 1674 2383
e 2678 10474 2383
e 1153 15921 2383
e 618 6041 2383
e 4302 5306 2384
e 604 1440 2384
e 15294 17110 2385
e 176 183 2385
e 199 13039 2385
e 1218 4265 2386
e 7194 12801 2386
e 5606 6026 2387
e 17026 17145 2387
e 9308 11223 2388
e 299 5137 2388
e 8425 18585 2388
e 4477 15916 2389
e 14274 18155 2389
e 2639 8278 2390
e 4961 18841 2390
e 4212 14185 2390
e 793 974 2390
e 3060 8083 2390
e 4375 8630 2391
e 8859 10467 2392
e 2316 15193 2392
e 7236 17350 2393
e 5091 16170 2393
e 10748 14065 2394
e 2514 11444 2394
e 6579 13983 2395
e 4991 7465 2395
e 7185 12929 2396
e 15993 16561 2398
e 8194 13145 2398
e 10267 12623 2398
e 4332 5494 2398
e 12711 18839 2398
e 2158 6702 2398
e 3079 12049 2398
e 13020 13520 2398
e 5344 19489 2399
e 6239 19615 2399
e 12636 19109 2401
e 13944 14729 2402
e 2117 5207 2402
e 1260 4991 2402
e 3481 4627 2403
e 14332 18073 2403
e 6181 14222 2403
e 962 7777 2403
e 21 48 2404
e 6727 18070 2404
e 4061 17960 2404
e 14734 14926 2404
e 417 12783 2404
e 4195 11567 2404
e 10231 16070 2405
e 17158 17432 2405
e 18164 18284 2405
e 4643 5597 2406
e 8252 11112 2406
e 848 1223 2406
e 11167 18899 2407
e 1992 3450 2407
e 8640 13620 2407
e 9375 13822 2407
e 7665 14104 2407
e 14351 18064 2408
e 7651 9101 2409
e 3706 3847 2409
e 4940 15928 2410
e 13122 13382 2410
e 3660 14695 2410
e 5436 15209 2410
e 12663 18597 2410
e 9967 17592 2410
e 4743 13831 2411
e 14297 15079 2411
e 11133 13547 2411
e 6418 11291 2412
e 9652 13400 2412
e 18926 19438 2412
e 15404 15629 2413
e 4273 8600 2414
e 3798 11422 2414
e 101 18005 2415
e 3912 4331 2416
e 2995 7178 2416
e 10612 16116 2416
e 5183 7398 2417
e 7303 19483 2417
e 2016 5759 2417
e 2058 11648 2418
e 1575 15884 2418
e 3301 9080 2418
e 520 16029 2419
e 470 783 2419
e 2297 15321 2420
e 6791 13641 2420
e 7803 9715 2420
e 3628 14383 2420
e 2879 17633 2421
e 9177 17257 2421
e 3001 19357 2421
e 12360 13663 2421
e 3923 17543 2422
e 12778 17250 2423
e 11878 13121 2423
e 73 7032 2423
e 12234 15253 2423
e 3311 11096 2424
e 8175 9093 2424
e 6000 17854 2425
e 1272 19853 2425
e 1650 3634 2425
e 1202 12912 2425
e 4860 7027 2425
e 4793 9931 2425
e 2244 3018 2426
e 10441 19505 2426
e 160 6294 2426
e 11424 12199 2427
e 5293 16815 2427
e 4964 16457 2427
e 2686 3651 2427
e 8382 8826 2428
e 271 18093 2428
e 7376 17041 2428
e 2791 5583 2428
e 6480 12714 2428
e 5220 6769 2428
e 7625 11052 2430
