c MST generated by Kruskal's Algorithm using Quick Sort
e 15350 15846 716
e 5282 22669 716
e 5156 21314 716
e 2928 5037 716
e 657 20829 717
e 23531 33316 717
e 3412 20342 717
e 648 18251 717
e 9562 39971 717
e 17028 17685 717
e 16186 19128 718
e 14648 25747 718
e 310 9574 718
e 1496 29778 718
e 1907 32007 718
e 29441 32301 719
e 17282 26464 719
e 2619 31525 719
e 23630 29885 719
e 26588 31234 719
e 6894 33770 719
e 17360 23597 719
e 9341 26889 719
e 4075 13304 720
e 5938 27045 720
e 8440 39715 720
e 15702 33511 720
e 868 33884 720
e 2813 36722 720
e 16718 32616 721
e 17156 23120 721
e 14276 17296 721
e 14947 20977 721
e 89 38834 722
e 1884 3041 722
e 4310 8295 723
e 3113 38462 723
e 7428 21641 723
e 11050 23703 723
e 187 6814 724
e 24753 39619 724
e 4551 31436 724
e 27578 39167 724
e 1526 2858 724
e 34767 37898 724
e 20578 23235 725
e 2872 35151 725
e 9019 13404 725
e 7674 25714 725
e 19127 20474 726
e 35918 39679 726
e 1624 32608 727
e 18562 25050 727
e 9866 18646 727
e 8014 39230 727
e 18544 19569 727
e 25994 35439 727
e 889 6926 727
e 13468 37349 727
e 4350 17535 728
e 3076 6689 728
e 21634 21857 728
e 22282 34233 728
e 28710 39702 728
e 6734 6988 728
e 3050 33081 728
e 3866 28900 729
e 20915 35541 729
e 10677 13599 729
e 10592 18887 729
e 15766 16423 729
e 713 19334 729
e 20229 22612 729
e 16586 20090 729
e 12619 17593 730
e 12938 17818 730
e 19260 30349 730
e 11169 29609 731
e 9867 15547 731
e 18530 36086 731
e 20459 22303 731
e 17167 24807 731
e 24464 24535 731
e 11206 17133 732
e 10229 37951 732
e 8735 15815 732
e 1048 36050 733
e 1107 5293 733
e 654 3445 734
e 7338 18538 734
e 8272 33217 734
e 4226 23696 734
e 1666 3281 735
e 17473 21348 735
e 19193 24758 735
e 15503 21603 735
e 236 26236 736
e 23550 29954 736
e 6612 34261 736
e 4501 16856 736
e 9181 24291 736
e 24527 36659 736
e 3369 24480 737
e 25967 28486 737
e 26451 31488 737
e 2223 32426 737
e 7990 36861 738
e 27633 27956 739
e 37419 37808 739
e 9320 18778 740
e 10996 21384 740
e 19977 23592 740
e 9509 29133 740
e 33843 35862 740
e 2516 8451 740
e 22295 39521 741
e 31445 37912 741
e 18690 26977 741
e 8573 21363 741
e 14251 20137 742
e 13073 38876 742
e 10686 38837 742
e 2965 18705 742
e 30102 34855 742
e 25666 36106 742
e 11444 25073 743
e 11965 20311 744
e 19707 33496 744
e 31188 34802 744
e 18990 27590 744
e 14037 15890 744
e 30272 36911 744
e 6996 30912 744
e 286 6216 744
e 2308 5005 744
e 36951 38720 744
e 13902 15818 744
e 25110 26069 745
e 7976 31615 745
e 14501 36560 745
e 1024 29297 745
e 18244 28541 745
e 40 70 745
e 1128 3075 745
e 8586 39692 746
e 25597 39885 746
e 9700 13652 746
e 17099 28288 746
e 28641 38249 746
e 12099 17904 746
e 9171 22443 747
e 30445 34994 747
e 14876 19483 747
e 19329 32724 747
e 4736 22992 747
e 11673 31411 747
e 11977 33686 747
e 953 37288 747
e 17617 27362 747
e 7285 32597 747
e 736 9133 748
e 14574 33714 748
e 1962 14796 748
e 17583 23519 748
e 1523 13287 748
e 28944 35726 749
e 6830 32904 749
e 34477 36990 749
e 4397 27287 750
e 1876 11643 750
e 7901 15377 750
e 7699 12172 750
e 11010 18224 750
e 1372 27591 751
e 11678 36387 751
e 5405 28502 751
e 6539 38377 751
e 20817 39092 751
e 609 7014 751
e 10230 18564 752
e 1204 26263 752
e 31958 37126 752
e 15129 16369 752
e 5355 10576 752
e 400 5388 753
e 15136 35503 753
e 14437 17264 753
e 20800 21160 753
e 5464 11842 753
e 24689 25422 754
e 1986 9568 754
e 9893 20439 755
e 6066 37785 755
e 15004 27431 755
e 4600 39179 755
e 4358 15174 755
e 17065 21276 755
e 134 5744 755
e 4737 33760 755
e 13315 32751 756
e 3498 15839 756
e 5930 27551 756
e 6147 20491 756
e 17449 29480 756
e 18523 33622 756
e 8885 22739 756
e 24251 33009 756
e 4903 19158 756
e 2540 33130 756
e 14274 33118 756
e 10424 34376 756
e 1810 9122 757
e 21017 23285 757
e 23684 31438 757
e 8628 23342 758
e 2728 14713 759
e 11802 32828 759
e 5554 35378 759
e 3689 7907 760
e 6143 36111 760
e 32435 33640 760
e 1980 25240 761
e 15392 30203 761
e 11641 13825 762
e 2463 7784 762
e 18729 22403 762
e 6255 14521 762
e 9500 12469 763
e 25408 30474 763
e 12172 14920 764
e 21702 39824 764
e 15180 21159 764
e 1382 4148 764
e 6426 15941 764
e 1864 9673 764
e 17302 25790 764
e 14111 20272 764
e 4803 39419 764
e 13248 37929 765
e 14211 27576 765
e 17993 31040 765
e 25650 36703 765
e 3393 17126 765
e 1155 36877 765
e 19738 31312 766
e 15452 33710 766
e 20944 35028 766
e 30987 35574 766
e 1611 39463 766
e 29624 32783 766
e 6871 25903 766
e 4254 24595 767
e 2407 12335 767
e 9289 18583 767
e 4925 17448 767
e 3826 30301 768
e 14457 18904 768
e 19876 31283 768
e 6963 24883 768
e 740 22111 768
e 7832 16764 768
e 301 1792 768
e 3129 26545 769
e 5661 36458 769
e 14511 18312 769
e 27482 37356 770
e 26624 38451 770
e 2938 3663 770
e 3844 16383 770
e 3698 21274 770
e 13940 20529 770
e 1367 37751 770
e 1796 4603 771
e 19324 37274 771
e 19127 24472 771
e 22760 34887 771
e 7243 36967 771
e 13143 27156 772
e 8511 23416 772
e 28364 30779 772
e 5697 23267 773
e 146 2452 773
e 19608 32628 773
e 2002 21881 774
e 173 16501 774
e 13219 16159 775
e 6978 15945 775
e 1561 4667 775
e 22798 25456 775
e 17969 35288 775
e 17063 27101 775
e 26483 34829 775
e 30556 35920 775
e 9284 10118 775
e 10363 34143 776
e 1015 5355 776
e 6215 16373 776
e 7512 36712 776
e 28906 29578 776
e 14805 25671 776
e 14443 22986 777
e 13726 20436 777
e 30395 38458 778
e 1354 28735 778
e 21164 32402 779
e 9871 18039 779
e 19364 27007 779
e 745 794 779
e 6303 35830 779
e 5569 21573 779
e 3505 38320 780
e 22640 31495 780
e 483 2644 781
e 2364 24280 781
e 20293 25208 781
e 13717 25906 781
e 2050 13327 782
e 10286 27800 783
e 3740 7295 783
e 14031 18949 783
e 1674 27329 783
e 1851 8680 783
e 2759 5049 783
e 7407 37267 784
e 2386 34463 784
e 23060 32434 784
e 27887 37888 784
e 6970 7666 785
e 14440 31253 785
e 8661 31304 786
e 12414 16590 786
e 4653 14017 786
e 9570 27698 786
e 7524 27433 787
e 11029 21321 788
e 9446 38862 788
e 11115 14747 788
e 18745 27011 788
e 3905 29238 788
e 8421 38741 788
e 16443 16499 789
e 11794 20566 789
e 3544 19816 789
e 10172 26475 790
e 5273 9833 790
e 10542 19697 790
e 7231 16953 790
e 7722 29888 790
e 10450 16073 791
e 23536 23573 791
e 7491 17522 791
e 36971 37421 791
e 12533 34112 791
e 1273 4779 791
e 17498 37413 792
e 131 19911 792
e 8073 23426 792
e 33174 33893 793
e 10111 12223 793
e 4473 23321 794
e 5641 24588 794
e 4111 4706 794
e 29105 32134 795
e 12381 15270 795
e 8714 15697 795
e 9537 16485 795
e 2650 19088 795
e 5258 37694 795
e 11757 39388 796
e 2877 9385 796
e 20562 25290 796
e 19039 19140 796
e 9743 18564 796
e 2705 18295 796
e 16317 20263 797
e 10133 17972 797
e 21957 29607 797
e 24394 30377 797
e 2949 4147 797
e 2510 4748 797
e 13217 30849 798
e 2785 22848 798
e 2547 3884 798
e 16448 32989 798
e 111 281 798
e 20 38456 798
e 1265 27932 799
e 19111 37234 799
e 19501 22746 800
e 13649 35451 800
e 14724 29462 800
e 9796 15405 801
e 23648 25227 801
e 3195 5080 801
e 1828 39114 801
e 1552 3315 801
e 696 3674 802
e 3814 4117 802
e 19685 25326 803
e 29032 34328 803
e 18481 25251 803
e 34231 38649 803
e 4607 20744 803
e 23546 34415 803
e 28040 35439 803
e 25642 35824 804
e 6387 33235 804
e 5257 29765 804
e 557 1001 804
e 2047 2538 804
e 36045 38352 805
e 15719 36133 805
e 2112 28572 805
e 10653 10893 806
e 8080 21870 806
e 4 3301 806
e 5476 14824 806
e 23832 23880 806
e 4244 5479 806
e 8384 21354 807
e 16370 32036 807
e 418 22466 808
e 18486 21434 808
e 425 31704 808
e 12717 24510 808
e 776 9034 808
e 20116 34954 808
e 4146 6547 809
e 2635 8236 809
e 3674 34587 810
e 5006 13282 810
e 16129 27699 810
e 777 3567 810
e 12200 21179 810
e 3550 5393 811
e 14148 32599 811
e 3001 17760 811
e 29086 39681 811
e 16856 25770 811
e 11000 33217 811
e 1397 3592 812
e 27123 35968 812
e 9737 20755 812
e 20757 36551 812
e 8145 26439 813
e 17849 27804 814
e 15124 39261 814
e 28584 31734 814
e 17928 25143 814
e 18661 20213 814
e 2787 18433 814
e 11844 23582 814
e 15723 32337 815
e 10142 33254 815
e 2077 9677 815
e 984 11292 815
e 3992 27737 815
e 8903 35129 816
e 1793 8506 816
e 2028 4903 816
e 16321 35683 817
e 2548 18352 817
e 28003 31671 817
e 274 684 817
e 4635 15790 817
e 4020 29434 817
e 32474 39927 818
e 33514 37244 818
e 1231 10583 818
e 2329 26410 818
e 12589 39504 818
e 3524 28830 819
e 19963 28525 819
e 1899 34978 819
e 10187 19874 819
e 849 8434 820
e 3195 33053 820
e 9497 28310 820
e 12247 31416 820
e 12358 25893 820
e 4363 16121 822
e 24764 33382 822
e 6461 37722 822
e 12097 27814 823
e 512 823 824
e 2013 5290 825
e 6245 20275 825
e 15408 23071 826
e 19540 36418 826
e 12208 17294 826
e 21257 22081 826
e 2710 29736 826
e 68 29901 827
e 7758 33732 827
e 2523 24829 827
e 17727 32404 828
e 35245 35396 828
e 5023 35979 828
e 14888 29962 828
e 13270 16187 828
e 48 3530 828
e 8732 16341 828
e 15838 20923 828
e 4866 15366 829
e 1286 13961 829
e 3930 26489 829
e 24064 38004 830
e 18482 28054 830
e 901 13190 830
e 11748 32785 830
e 17608 37604 831
e 5424 36719 831
e 21388 34818 831
e 26684 34228 831
e 25265 39350 831
e 9730 19600 832
e 10613 20040 832
e 3775 36468 833
e 21945 30698 833
e 13178 16502 833
e 16497 21697 833
e 36275 37493 834
e 6597 13974 834
e 12140 23191 834
e 1382 7661 835
e 21630 35312 835
e 17210 35107 835
e 11206 11935 835
e 11775 35051 835
e 18365 29553 835
e 25454 25659 835
e 33767 37054 837
e 28369 35135 837
e 2478 13481 837
e 3779 17305 837
e 23042 25276 837
e 8327 13143 838
e 15967 16316 838
e 16175 29783 838
e 25516 36149 838
e 6462 25626 838
e 9219 30156 838
e 2864 9060 838
e 8285 17448 838
e 4724 6627 839
e 19926 37303 839
e 12610 32155 839
e 30395 36240 839
e 5045 30990 840
e 4922 20472 840
e 6949 25064 840
e 10443 38143 840
e 30356 37045 841
e 14401 20618 841
e 1920 22017 841
e 325 1573 841
e 10808 29059 842
e 21080 28720 842
e 15794 21253 842
e 1899 10635 842
e 1437 38752 842
e 17891 34529 842
e 19770 32443 842
e 33109 33421 842
e 25114 25227 843
e 29069 39156 843
e 3204 3616 843
e 17735 39189 843
e 4163 31258 843
e 16074 36329 844
e 3279 30181 844
e 25321 36894 844
e 8159 26258 844
e 4199 17966 845
e 12430 14710 845
e 19603 36926 845
e 17808 18832 845
e 4597 14069 845
e 10950 20320 845
e 1834 3040 845
e 37036 38615 846
e 13849 27836 846
e 3462 29000 846
e 914 6664 847
e 3400 30470 847
e 6847 11521 847
e 6304 37423 847
e 26013 38283 847
e 24800 27561 848
e 5882 13582 848
e 14689 15871 848
e 2629 15783 848
e 11763 13661 848
e 4580 12315 848
e 14 30056 848
e 14700 23820 848
e 8557 24152 848
e 12657 24134 848
e 9885 15725 849
e 12138 36041 849
e 13681 28200 849
e 8462 30129 850
e 12275 18402 851
e 16949 25061 851
e 286 27899 851
e 821 30082 852
e 4694 7634 852
e 3608 23793 852
e 24019 38187 852
e 29320 34673 853
e 15214 39216 853
e 15124 29643 853
e 7767 9903 853
e 6160 14939 853
e 8229 17453 854
e 16173 37384 854
e 502 4062 854
e 9276 22761 854
e 48 33186 854
e 8294 37043 854
e 6 40 854
e 18144 26796 855
e 26051 33152 855
e 13364 28539 855
e 9504 13950 855
e 18287 32073 855
e 6631 37023 855
e 28761 28930 855
e 10418 12154 856
e 6980 16189 856
e 13423 30656 856
e 27792 33710 856
e 20236 34787 856
e 12049 31141 857
e 8492 15607 857
e 1087 3905 857
e 5228 29935 857
e 1413 24344 858
e 5301 13038 858
e 21441 27811 858
e 28597 30467 858
e 9513 15040 858
e 3863 20779 859
e 16202 28272 859
e 17998 21526 859
e 15566 18311 859
e 3984 37013 859
e 36477 38176 859
e 3806 11343 859
e 10951 16774 859
e 1017 5992 860
e 17505 18122 860
e 11360 21009 860
e 846 34897 860
e 3013 6185 860
e 2456 32958 861
e 6496 16425 861
e 15090 19950 861
e 6667 24394 861
e 24486 39471 862
e 19657 28232 862
e 8197 26322 862
e 21438 29852 862
e 414 37962 862
e 146 1388 863
e 867 28293 863
e 2294 9099 863
e 21327 38167 863
e 14083 31325 864
e 13784 23243 864
e 5731 14309 864
e 9471 35708 865
e 20572 21686 865
e 1868 10825 865
e 22443 38241 865
e 11934 38957 866
e 10543 38401 866
e 7435 11112 866
e 20873 29679 866
e 20628 34286 866
e 7741 16914 866
e 6900 22383 867
e 7576 28024 867
e 557 2906 867
e 4414 37696 867
e 7908 35968 867
e 12945 32523 868
e 9162 20253 868
e 2955 18788 868
e 3429 17788 868
e 16919 31876 868
e 13489 15149 868
e 32503 37946 869
e 17962 33949 869
e 404 14078 869
e 20321 37757 870
e 15990 27066 870
e 33995 35461 871
e 2933 10091 871
e 3168 12065 871
e 8097 37196 871
e 23 213 871
e 4986 17816 872
e 19340 21024 872
e 11221 20082 872
e 2887 17921 872
e 26048 32752 872
e 25016 39192 872
e 1801 2027 872
e 23539 31195 872
e 9010 11538 873
e 889 10806 873
e 23108 32483 873
e 6922 37317 873
e 5854 19259 873
e 13016 22953 873
e 634 7179 874
e 1835 4911 874
e 10861 33074 874
e 29952 34920 874
e 24418 35788 875
e 12246 38185 875
e 4703 21496 875
e 1387 1528 875
e 6972 10322 875
e 71 27251 875
e 10382 32090 876
e 19830 23163 876
e 19360 25481 876
e 38961 39818 876
e 16229 36406 877
e 11428 29103 877
e 306 35527 877
e 26438 26535 877
e 26312 34360 877
e 3390 7592 878
e 4498 31812 878
e 1454 12792 878
e 11884 21585 878
e 5233 23210 878
e 1520 9435 878
e 9823 37171 879
e 7718 19238 879
e 12813 21962 879
e 19285 27107 880
e 4232 17397 880
e 6190 13484 880
e 4301 27522 880
e 21559 28691 880
e 19546 29885 881
e 17261 22077 881
e 5592 26743 881
e 9561 35985 881
e 262 17628 881
e 4214 34970 881
e 19992 29637 882
e 3233 5784 882
e 5994 18328 882
e 15373 39548 882
e 928 4563 882
e 2573 29252 883
e 1125 16828 883
e 8620 30157 883
e 5225 38244 883
e 35602 39918 883
e 18560 27432 883
e 31253 38652 884
e 5475 32072 884
e 20581 26420 884
e 5865 38952 884
e 21457 25924 885
e 5753 12470 885
e 8317 28648 885
e 9526 9535 886
e 21503 27554 886
e 5956 15736 886
e 3572 39315 886
e 5496 20882 886
e 6572 32756 886
e 6268 39997 886
e 22392 39076 886
e 25490 26901 887
e 1906 11524 887
e 1993 19931 887
e 12879 22957 887
e 1496 31176 888
e 15973 36088 888
e 13802 36417 888
e 3375 7280 889
e 6784 12666 889
e 11421 18500 889
e 21333 30497 889
e 10143 29109 890
e 4361 15833 890
e 7474 21349 890
e 3325 26170 890
e 14400 29350 890
e 13542 19474 890
e 7329 7482 891
e 24885 37683 891
e 245 5849 892
e 4927 15712 892
e 21469 29309 892
e 22103 39951 892
e 24991 31125 893
e 7699 16720 893
e 802 34527 893
e 4273 20156 893
e 20654 32981 894
e 2988 12660 894
e 21065 27299 894
e 26040 26537 894
e 1004 13968 895
e 25178 39827 895
e 15517 39555 895
e 2349 8388 895
e 9774 34212 896
e 5820 18686 896
e 75 4867 896
e 15495 34776 897
e 4682 8244 897
e 4592 33876 898
e 16650 31764 898
e 5492 11044 898
e 10307 23661 899
e 30774 32314 899
e 71 149 899
e 27760 31908 899
e 8016 39998 899
e 13244 29450 900
e 14285 18849 900
e 11026 16322 901
e 17371 30806 901
e 2759 9897 901
e 23171 35478 901
e 33884 37914 901
e 20861 25687 901
e 13779 28343 902
e 76 589 902
e 1322 34969 902
e 1014 2442 902
e 14309 26101 902
e 22011 39539 903
e 12741 35537 904
e 20011 31493 905
e 21532 22436 905
e 5175 18238 905
e 1430 6693 906
e 5273 21518 906
e 689 26082 906
e 4164 35242 907
e 22637 31167 907
e 7863 11407 907
e 7632 36564 907
e 27834 28534 907
e 26855 30484 907
e 5889 34230 908
e 7318 8063 908
e 1336 6888 908
e 16002 19636 908
e 509 3460 909
e 13303 29351 909
e 20376 38486 909
e 4639 25380 910
e 18643 31834 910
e 13827 34998 910
e 160 9460 910
e 20155 22116 910
e 11794 31346 911
e 21353 29016 911
e 3082 33300 911
e 261 263 911
e 19499 26217 911
e 6814 18247 911
e 3331 20379 911
e 8733 29937 911
e 11350 24350 911
e 5328 11434 911
e 3643 21001 912
e 30737 39017 912
e 10476 19814 912
e 4295 36237 912
e 7049 26721 912
e 1859 8603 912
e 23398 31448 912
e 7487 39178 912
e 14479 22667 912
e 18574 36778 913
e 4582 25190 913
e 1977 17068 913
e 1335 14559 913
e 22569 27858 913
e 7362 13268 913
e 4987 27016 914
e 32349 34530 914
e 12792 39261 914
e 12907 33868 915
e 7208 20150 915
e 21526 31720 915
e 4752 27935 915
e 14625 36280 915
e 7002 7055 916
e 8210 8957 916
e 906 21238 916
e 28179 28982 916
e 24662 31580 916
e 25066 27697 916
e 14737 39078 916
e 20632 20777 917
e 9332 12487 917
e 1915 38226 917
e 8364 35079 917
e 12859 14869 917
e 9654 18930 917
e 786 30077 917
e 9107 25765 917
e 34515 37932 918
e 6861 11488 918
e 5877 9075 918
e 8787 20890 918
e 5065 21679 918
e 2168 3830 918
e 9534 14532 918
e 174 35870 918
e 20937 39710 919
e 7810 24311 919
e 18388 37003 919
e 25222 38942 919
e 11631 28950 920
e 180 23962 921
e 6074 13296 921
e 23201 39302 921
e 22769 31440 921
e 21806 28172 922
e 2782 30481 922
e 1516 3074 922
e 17244 39508 923
e 29244 31340 923
e 12895 26806 923
e 2100 23904 923
e 314 39910 924
e 2342 39784 924
e 2062 3707 924
e 17611 33452 925
e 12498 14008 925
e 2206 24420 925
e 13733 26336 925
e 3738 36906 925
e 633 3411 926
e 3125 8409 926
e 5971 34424 926
e 3387 8704 926
e 36037 38989 926
e 5907 6744 926
e 14171 34620 926
e 273 553 927
e 16182 27138 927
e 4162 9389 927
e 6774 24987 927
e 14094 29700 928
e 12508 31594 928
e 7435 12954 928
e 27113 35851 928
e 2266 13834 928
e 25151 29999 929
e 14959 20802 929
e 23246 30468 929
e 16359 23878 929
e 21162 21860 929
e 8138 20816 929
e 1236 37907 930
e 14134 34343 930
e 2708 8349 930
e 9239 26677 930
e 3743 20648 930
e 3793 39346 930
e 22923 32631 930
e 9096 36261 931
e 20500 37592 931
e 25269 29495 931
e 26227 28085 931
e 1304 3392 931
e 23081 29764 931
e 22931 28944 931
e 2751 4450 931
e 10854 14906 931
e 5472 33236 933
e 35700 39392 933
e 20490 20675 933
e 14349 21061 933
e 16957 26088 933
e 24095 30242 933
e 5756 20238 934
e 2981 27445 934
e 9498 28508 934
e 17917 39232 934
e 4402 7967 934
e 18950 33194 935
e 298 440 935
e 7300 32460 935
e 3684 33883 935
e 6411 20815 935
e 11029 32928 935
e 1694 24707 935
e 8185 32593 935
e 8981 10437 936
e 5554 6423 936
e 2116 12528 936
e 9720 15369 937
e 13088 21615 937
e 27897 36921 937
e 23918 29512 937
e 19944 36172 937
e 11838 28080 937
e 1426 33717 937
e 5427 20023 938
e 15269 27089 938
e 24264 38528 938
e 8617 20365 938
e 82 17351 938
e 2606 13363 938
e 6788 18840 939
e 30744 35583 939
e 3853 13154 939
e 24613 33493 939
e 5487 39664 939
e 21720 36242 939
e 403 4358 939
e 717 33360 939
e 13937 26028 939
e 1451 4187 940
e 12704 36840 940
e 634 39532 940
e 10343 26382 940
e 4564 10440 940
e 15432 22862 940
e 3239 14429 940
e 416 2084 940
e 3142 3952 941
e 14650 36634 941
e 7671 9545 941
e 9222 21505 941
e 5113 11024 941
e 27427 27782 941
e 9116 27933 942
e 25946 27518 942
e 20563 31097 942
e 10465 21453 942
e 19842 38856 942
e 6281 15854 943
e 7456 20152 943
e 8419 28343 943
e 8265 11861 944
e 20166 30554 944
e 13795 33276 944
e 35262 37047 944
e 16730 38295 944
e 12714 28012 944
e 16049 37507 945
e 14354 29615 945
e 15952 38347 945
e 11214 24004 945
e 11262 37889 945
e 17 30267 945
e 10781 20588 945
e 8346 32243 946
e 23673 39808 946
e 558 3276 946
e 25064 36104 946
e 26555 29075 947
e 4644 9974 947
e 1583 20687 947
e 1161 22712 947
e 13061 39114 947
e 11266 34406 947
e 2807 27296 948
e 20149 36515 948
e 1166 38986 948
e 26434 30799 948
e 2404 36556 948
e 11747 13557 948
e 26669 33468 948
e 15193 33673 949
e 23748 35325 949
e 18073 22760 949
e 17737 36522 950
e 6964 29881 950
e 7549 38188 950
e 6754 20040 950
e 13681 36002 950
e 8293 25060 950
e 8432 15241 950
e 14011 26479 950
e 5027 24321 951
e 25571 33971 951
e 27037 34617 951
e 2069 5069 952
e 14851 24708 953
e 9348 35832 953
e 2 1641 953
e 4607 28449 954
e 4960 7830 954
e 19527 31734 954
e 5382 12530 955
e 28921 35788 955
e 26489 35598 955
e 28799 30913 955
e 24247 28890 956
e 36884 38573 956
e 6563 8578 956
e 15124 34249 956
e 4734 14402 956
e 5554 14117 957
e 601 39978 957
e 887 10778 958
e 3576 3583 958
e 14556 30424 958
e 13921 33444 958
e 3798 19794 958
e 25739 30761 958
e 22571 29817 958
e 10132 29073 959
e 4833 35114 959
e 17812 26698 959
e 4575 11918 959
e 4194 13138 960
e 26429 31028 960
e 4957 12974 960
e 9139 21195 960
e 1091 11251 960
e 4793 34001 960
e 8801 31751 960
e 6154 8761 961
e 7220 39959 962
e 2314 14630 962
e 7576 36661 962
e 20189 31350 962
e 26461 35541 962
e 15970 30619 963
e 20526 38329 963
e 12997 25263 964
e 6849 33708 964
e 27962 33852 965
e 26715 37344 965
e 19794 37288 965
e 323 19797 965
e 2480 8575 966
e 376 39488 966
e 1383 6539 966
e 821 33729 966
e 13435 28974 966
e 6692 9081 966
e 14907 29846 966
e 4715 10182 967
e 1612 11877 967
e 181 4069 968
e 26363 34447 968
e 15436 38182 968
e 22523 37799 968
e 3646 8425 968
e 5345 23292 968
e 23532 39197 969
e 6176 28265 969
e 8138 8738 969
e 17620 33043 969
e 13996 36053 969
e 6970 13148 969
e 3951 17539 969
e 13061 14675 970
e 16158 17550 970
e 29058 34035 970
e 22152 29168 970
e 1162 33414 970
e 10094 26740 971
e 14323 16713 971
e 501 3713 971
e 22213 29713 971
e 23536 36848 971
e 21609 39844 972
e 3892 22499 972
e 9702 22275 972
e 31666 38075 972
e 1437 14250 973
e 664 7289 974
e 4393 38091 974
e 6402 35698 974
e 21138 23504 975
e 9106 16607 975
e 553 5617 975
e 5527 10351 976
e 25703 39238 976
e 6426 11921 976
e 6619 18138 976
e 12341 15749 976
e 21808 34860 976
e 16008 26370 977
e 30993 34451 977
e 1739 26145 977
e 34354 36519 978
e 9664 11896 978
e 11641 32523 978
e 37586 38614 978
e 3928 36393 979
e 12916 36298 979
e 957 21914 979
e 23892 28955 979
e 7402 14212 979
e 7644 14205 980
e 13970 26422 980
e 32332 33747 980
e 16232 21681 981
e 17810 30699 981
e 4944 21302 981
e 347 2093 981
e 26735 30382 981
e 8779 24523 981
e 2037 22110 982
e 11177 18653 982
e 3149 24436 982
e 5896 24777 982
e 35972 36174 982
e 10369 23023 982
e 6529 12446 982
e 25317 29236 983
e 1251 13423 983
e 9690 13801 983
e 21094 36024 983
e 21497 29440 984
e 7901 18485 984
e 13896 22263 985
e 3389 5442 985
e 20591 39400 985
e 24430 28703 985
e 24355 33544 986
e 11297 13466 986
e 10278 22565 986
e 12842 27087 986
e 2067 32912 986
e 2714 19205 987
e 20374 28424 987
e 18792 29283 987
e 1464 39491 988
e 21437 35008 988
e 6489 20557 988
e 7667 21244 988
e 12354 22706 989
e 20354 36727 989
e 2655 17490 989
e 22045 37580 990
e 17818 33978 990
e 3199 27453 990
e 4664 7807 990
e 36461 38865 991
e 10632 38348 991
e 4052 7727 991
e 8038 12386 992
e 15585 25138 992
e 38 168 992
e 7220 24100 992
e 4519 18703 993
e 31077 34989 993
e 3836 27910 993
e 34125 36682 993
e 15081 39981 993
e 9972 34606 993
e 1008 36949 993
e 13927 32739 993
e 10683 15930 994
e 32402 36365 994
e 328 21355 994
e 31094 37408 994
e 10962 37372 995
e 16575 33921 995
e 1034 29925 995
e 8649 17467 996
e 2519 25847 996
e 7916 18139 996
e 5448 13261 996
e 1488 37329 996
e 31887 32260 997
e 948 1790 997
e 14343 18430 997
e 13412 36444 998
e 354 26860 998
e 22159 29091 998
e 14649 19510 998
e 2117 2250 998
e 19063 19600 999
e 4926 37236 999
e 26076 34779 999
e 1590 36504 999
e 7256 32656 999
e 22277 39568 999
e 22142 23626 999
e 7736 36993 999
e 4196 28591 999
e 13714 21501 1000
e 12057 34805 1000
e 8456 8565 1000
e 6331 11194 1000
e 3584 34372 1000
e 19612 38748 1000
e 18170 20959 1000
e 9633 30644 1001
e 9660 18601 1001
e 3794 4384 1001
e 182 705 1002
e 422 20014 1002
e 4160 11231 1002
e 3998 31639 1002
e 30166 38072 1002
e 23345 30504 1002
e 12083 26219 1002
e 9766 26492 1002
e 15605 28610 1002
e 2351 14443 1003
e 344 20732 1003
e 7846 27566 1003
e 9939 35054 1003
e 3371 3646 1003
e 20370 22765 1003
e 5422 18870 1004
e 3561 19284 1004
e 16312 18034 1004
e 8697 17966 1004
e 3050 11718 1004
e 11515 24059 1005
e 229 26027 1005
e 28334 35453 1006
e 7247 13456 1006
e 8553 22966 1006
e 55 10505 1006
e 13507 17840 1007
e 24070 27998 1007
e 30202 31404 1008
e 12167 27516 1008
e 27896 37419 1009
e 9578 39311 1009
e 2999 5874 1009
e 1571 2977 1010
e 11967 19370 1010
e 26936 33487 1010
e 16081 29525 1010
e 24705 31709 1010
e 16027 20317 1010
e 32146 34690 1010
e 15957 33885 1010
e 22079 28461 1010
e 4030 22441 1011
e 8579 33091 1011
e 8905 38833 1012
e 20834 32680 1012
e 14122 17431 1012
e 925 37030 1012
e 21316 24457 1012
e 11434 15794 1012
e 23230 36537 1012
e 27591 30983 1013
e 6312 32201 1013
e 16137 28596 1013
e 745 26463 1013
e 3692 15870 1013
e 5358 30955 1013
e 37067 39962 1013
e 29521 38110 1014
e 4755 21877 1014
e 3904 9320 1014
e 671 9673 1014
e 19235 33706 1014
e 4212 18945 1014
e 824 8390 1015
e 6341 23025 1015
e 1142 31075 1015
e 9979 29541 1015
e 19302 34739 1015
e 10208 36827 1015
e 1121 5012 1016
e 34903 39908 1016
e 9238 13226 1016
e 1506 34091 1016
e 23919 33103 1016
e 10007 39026 1016
e 16939 17336 1016
e 13435 16280 1017
e 12990 24715 1017
e 2556 2730 1017
e 2409 16713 1017
e 10184 10433 1017
e 7406 23338 1018
e 10728 32789 1018
e 19729 24920 1018
e 8091 38438 1018
e 25472 31006 1018
e 14099 21402 1018
e 1316 25334 1018
e 2309 30407 1018
e 3458 19234 1018
e 33192 33643 1018
e 10941 20243 1018
