c MST generated by Kruskal's Algorithm using Quick Sort
g 10000 9999
e 8987 9482 497
e 3505 7869 498
e 2339 9596 498
e 1025 2485 499
e 5832 9551 501
e 1562 4785 502
e 306 5881 502
e 7310 8433 502
e 5232 8205 503
e 450 7546 504
e 1251 5218 505
e 33 2280 506
e 1191 4783 507
e 2360 2448 507
e 3489 8993 508
e 4532 8718 508
e 1089 2187 508
e 1618 6016 508
e 1420 9289 509
e 4898 5216 509
e 4215 4812 512
e 163 2988 512
e 5484 6971 514
e 8958 9690 514
e 4666 5904 514
e 7632 9557 514
e 511 5931 515
e 1876 2010 515
e 7976 8850 515
e 1987 7033 517
e 3701 6262 518
e 4135 5294 518
e 2316 3910 519
e 6027 7131 519
e 3711 7277 519
e 357 8490 520
e 9185 9723 523
e 479 7641 523
e 3524 8640 523
e 5616 5672 524
e 3684 6516 524
e 3651 6643 525
e 1355 5314 525
e 5279 9221 525
e 1331 4343 525
e 6279 8712 526
e 2677 6260 526
e 3909 8300 526
e 1895 1896 527
e 1369 3814 528
e 655 6887 528
e 978 8973 530
e 8632 8675 533
e 2903 9638 533
e 3506 7508 534
e 1217 4669 535
e 4369 6931 535
e 954 6571 535
e 1126 4317 536
e 77 9544 536
e 6335 7508 536
e 279 6384 536
e 2827 7666 540
e 2243 7122 540
e 900 4679 540
e 2799 4143 541
e 919 7676 541
e 2062 4448 541
e 1232 3729 542
e 1614 2733 542
e 4008 6668 543
e 4286 6794 543
e 524 5646 544
e 1703 7903 544
e 21 4596 544
e 524 1782 545
e 602 3702 546
e 2002 2601 546
e 3964 9975 548
e 8545 8761 549
e 4254 6139 549
e 3329 4613 550
e 2686 8509 551
e 6018 7805 551
e 3282 6333 552
e 3063 9898 552
e 1115 6578 553
e 1673 3394 556
e 3378 6860 556
e 3006 3291 557
e 7810 7875 557
e 6580 8879 558
e 4541 9904 559
e 8905 8981 560
e 357 1954 561
e 8603 8905 564
e 2972 6739 564
e 4809 7005 566
e 4684 8938 568
e 7375 7493 568
e 3686 8656 568
e 1465 7569 568
e 300 9129 568
e 2008 2097 568
e 3355 7809 569
e 27 6636 569
e 72 4084 570
e 3221 9496 570
e 4243 6809 572
e 465 5758 573
e 386 4957 575
e 1929 8098 575
e 750 9888 576
e 713 2508 576
e 4222 5518 577
e 5441 8046 578
e 3086 7904 579
e 217 271 579
e 2308 9133 579
e 325 7557 580
e 1224 4840 581
e 229 3991 582
e 2576 4690 582
e 172 940 584
e 316 1337 584
e 2171 8033 584
e 5923 9377 585
e 1480 3638 585
e 6765 9820 586
e 171 3678 586
e 3220 5200 586
e 1293 1850 587
e 5054 5926 587
e 7057 7060 588
e 1713 4436 590
e 1188 6373 591
e 3776 7739 591
e 7949 8756 591
e 3340 7772 592
e 1009 1839 593
e 98 7529 593
e 1012 1151 594
e 2211 8798 594
e 1599 7437 595
e 1350 6273 596
e 1550 3237 596
e 5422 8961 597
e 4100 5962 597
e 48 230 597
e 19 8212 597
e 6109 8207 598
e 1466 9965 599
e 1440 3115 600
e 2722 5290 601
e 7155 9321 601
e 71 208 602
e 2837 7488 602
e 251 7582 604
e 1843 7034 605
e 368 7608 607
e 1307 2731 607
e 396 945 607
e 1921 3745 608
e 2644 9636 609
e 7474 8989 609
e 6369 7698 610
e 8244 8472 612
e 5786 5847 612
e 4277 6293 613
e 169 8741 614
e 8750 9704 616
e 2997 4845 618
e 3886 6364 618
e 1919 6685 618
e 580 6486 618
e 5363 6632 620
e 4636 8500 620
e 3672 4571 620
e 9449 9860 621
e 1638 9831 621
e 1039 5911 621
e 7009 7149 621
e 938 2152 621
e 2324 6592 623
e 5063 5744 625
e 5529 7035 625
e 2634 3782 626
e 2246 4573 628
e 248 781 629
e 3583 9421 631
e 939 7205 631
e 2899 6697 632
e 42 1958 633
e 2712 2715 633
e 8991 9095 634
e 1853 7054 634
e 346 5459 636
e 1427 1814 639
e 980 8808 639
e 2901 5486 639
e 2158 5564 640
e 1867 9150 640
e 4028 6387 640
e 3239 3771 643
e 3076 8317 643
e 7821 9346 646
e 7313 9100 647
e 706 6533 648
e 6204 7293 648
e 3925 3971 649
e 3204 4638 650
e 266 1947 650
e 963 7133 651
e 1312 2628 651
e 5358 5988 651
e 1447 8657 651
e 7844 9052 652
e 2223 8350 652
e 934 4573 653
e 1347 7995 653
e 4632 5653 654
e 434 1990 655
e 1148 1162 655
e 1894 3184 656
e 6235 8941 657
e 2017 4986 660
e 5163 8942 660
e 3237 7425 661
e 2524 8960 661
e 2798 5519 662
e 6828 7326 662
e 7496 7734 663
e 3328 7308 663
e 5907 8062 664
e 4361 4503 665
e 2516 6467 665
e 844 2321 666
e 1136 7584 666
e 2319 7902 666
e 2034 2417 667
e 1914 3407 667
e 7835 7975 669
e 798 2486 670
e 6412 6968 671
e 2102 3331 674
e 7585 9216 676
e 1181 6851 677
e 1962 3347 677
e 4046 9307 677
e 54 7106 678
e 4984 7635 680
e 5427 9273 682
e 4881 5084 683
e 5010 6137 686
e 2519 4889 686
e 1873 4622 686
e 7967 9964 687
e 1795 9572 690
e 718 3156 690
e 5837 7922 690
e 139 6993 692
e 5268 6317 692
e 137 1353 693
e 3573 4758 694
e 7032 7210 695
e 142 1395 695
e 2990 4052 695
e 5118 6261 696
e 1041 1627 696
e 9664 9733 697
e 2059 2090 698
e 1694 4654 699
e 104 1879 701
e 1986 2890 703
e 627 9738 703
e 3316 7630 704
e 6444 7313 704
e 176 2879 705
e 103 614 706
e 2599 2867 706
e 935 9471 707
e 69 8702 708
e 4475 8708 708
e 1339 2998 711
e 4882 6641 712
e 1039 4795 713
e 3363 3472 713
e 1164 3767 714
e 5868 8965 715
e 463 1049 715
e 7597 8452 715
e 5934 8048 715
e 2361 5093 716
e 770 9716 716
e 5316 7507 716
e 8407 9687 717
e 9681 9878 719
e 2495 9797 719
e 230 8150 720
e 4310 8295 723
e 1526 2858 724
e 187 6814 724
e 1010 7404 726
e 889 6926 727
e 8544 9569 727
e 3076 6689 728
e 6734 6988 728
e 2311 3254 729
e 646 4948 729
e 184 5422 731
e 459 2303 731
e 4961 5569 732
e 1107 5293 733
e 2559 3534 733
e 1219 5415 733
e 9161 9304 733
e 5304 9629 733
e 1368 6578 733
e 654 3445 734
e 6497 9127 734
e 1666 3281 735
e 4155 5093 736
e 372 2688 736
e 3620 9421 737
e 5027 7927 738
e 4032 8958 741
e 6793 7221 743
e 407 8247 743
e 7217 8118 744
e 586 6435 744
e 286 6216 744
e 2124 3595 745
e 40 70 745
e 8923 9301 745
e 6610 8246 746
e 4277 7905 746
e 445 4994 747
e 102 893 747
e 736 9133 748
e 3519 7583 748
e 4296 8077 749
e 107 6413 749
e 1098 2827 750
e 991 9205 750
e 609 7014 751
e 4607 9914 752
e 400 5388 753
e 1986 9568 754
e 1337 5659 754
e 1508 6459 755
e 472 9964 755
e 1481 5127 757
e 1810 9122 757
e 1807 8278 759
e 3689 7907 760
e 722 4363 761
e 2463 7784 762
e 1382 4148 764
e 1864 9673 764
e 3227 9820 765
e 5903 6871 766
e 798 8661 766
e 301 1792 768
e 4883 6963 768
e 2938 3663 770
e 779 8364 772
e 2389 7490 773
e 7925 9526 774
e 881 6498 775
e 1561 4667 775
e 5948 6136 776
e 4047 8183 776
e 1015 5355 776
e 745 794 779
e 7549 9536 779
e 483 2644 781
e 484 6472 782
e 2267 7688 782
e 1851 8680 783
e 2759 5049 783
e 5082 8597 784
e 1176 6604 786
e 7698 9570 786
e 172 6475 790
e 1273 4779 791
e 4418 8482 792
e 4111 4706 794
e 2650 9088 796
e 2949 4147 798
e 111 281 798
e 2547 3884 798
e 6677 9080 801
e 3195 5080 801
e 1552 3315 801
e 3018 8484 802
e 696 3674 802
e 2928 7331 803
e 5439 8040 803
e 2461 9922 804
e 557 1001 804
e 2047 2538 804
e 2568 3902 805
e 5885 8106 806
e 4244 5479 806
e 5277 6363 808
e 776 9034 808
e 3254 8404 809
e 4146 6547 809
e 777 3567 810
e 2500 8643 810
e 3550 5393 811
e 1397 3592 812
e 2077 9677 815
e 2028 4903 816
e 2234 4097 817
e 274 684 817
e 175 8196 817
e 534 8974 817
e 849 8434 820
e 3419 8871 821
e 468 5968 824
e 512 823 824
e 9143 9880 824
e 1733 7650 825
e 2013 5290 825
e 6341 8732 828
e 4240 7690 828
e 48 3530 828
e 4983 9536 829
e 1416 7934 830
e 4669 7357 830
e 1454 1684 831
e 1382 7661 835
e 219 1751 836
e 2319 9606 838
e 3143 8327 838
e 2864 9060 838
e 2342 9167 838
e 4724 6627 839
e 1753 7921 840
e 325 1573 841
e 3204 3616 843
e 6480 7197 847
e 2319 2607 848
e 310 7133 848
e 535 3145 848
e 914 6664 848
e 8677 8753 850
e 332 1967 850
e 2726 7657 850
e 724 3085 850
e 4363 7312 851
e 4694 7634 852
e 1340 4135 853
e 3677 4922 853
e 836 9477 853
e 502 4062 854
e 6 40 854
e 5895 6203 856
e 1087 3905 857
e 4805 7993 858
e 1017 5992 860
e 2294 9099 863
e 146 1388 863
e 2292 8031 865
e 2203 3367 867
e 6942 8113 868
e 557 2906 868
e 2790 9485 869
e 1345 5767 869
e 23 213 871
e 8360 8987 872
e 1801 2027 872
e 1244 4808 873
e 1846 3964 874
e 634 7179 874
e 3163 9830 876
e 718 3214 877
e 1260 2170 878
e 1520 9435 878
e 3390 7592 878
e 3870 9504 879
e 7230 7382 881
e 4674 6500 881
e 56 4660 881
e 9790 9956 881
e 6811 9731 882
e 928 4563 882
e 3233 5784 882
e 6516 8669 884
e 3824 8259 884
e 2745 3921 884
e 93 5219 886
e 1116 6312 886
e 4416 6380 886
e 9526 9535 886
e 1139 4331 887
e 2862 4309 887
e 2207 5073 887
e 3375 7280 889
e 245 5849 892
e 176 7705 892
e 2816 5211 894
e 2349 8388 895
e 71 149 900
e 968 5971 901
e 2759 9897 901
e 76 589 902
e 3285 5685 902
e 1014 2442 902
e 975 8295 904
e 2157 5557 905
e 2025 8168 906
e 1336 6888 908
e 160 9460 910
e 261 263 911
e 4104 6143 912
e 1859 8603 912
e 3618 4357 912
e 1931 5100 913
e 1942 8073 914
e 8210 8957 917
e 1488 6861 918
e 8795 9129 919
e 1003 8254 919
e 907 8526 919
e 2364 7128 920
e 3746 5062 921
e 4672 7234 922
e 1508 9064 923
e 3054 6595 923
e 4305 5481 923
e 2062 3707 924
e 916 3095 924
e 3125 8409 926
e 1924 2398 926
e 6530 8210 926
e 633 3411 926
e 5907 6744 926
e 4162 9389 927
e 277 4286 927
e 273 553 927
e 9162 9285 928
e 1001 5021 928
e 7340 8131 929
e 2708 8349 930
e 2751 4450 931
e 1304 3392 931
e 4402 7967 934
e 1127 2165 934
e 1147 8303 935
e 7165 7679 935
e 3201 3407 935
e 298 440 935
e 6277 6677 938
e 1351 4791 938
e 4492 8630 939
e 403 4358 939
e 1063 7201 940
e 1451 4187 940
e 3142 3952 941
e 633 4011 941
e 416 2084 941
e 5547 8260 942
e 4152 5045 942
e 3152 8496 944
e 6510 7591 945
e 4644 9974 947
e 7452 9115 948
e 2561 4881 948
e 735 6602 950
e 8251 8466 951
e 3977 8199 951
e 2 1641 953
e 4960 7830 954
e 29 204 956
e 6642 6818 956
e 6563 8578 956
e 855 2738 957
e 3576 3583 958
e 2398 5109 958
e 3598 3637 959
e 1530 7974 959
e 7441 9680 961
e 6154 8761 961
e 4798 5590 962
e 8310 9951 963
e 1455 5849 965
e 3444 4181 965
e 2480 8575 966
e 6692 9081 966
e 5447 7731 966
e 1383 6539 967
e 270 6977 967
e 5436 8182 968
e 754 4223 968
e 181 4069 968
e 5065 7561 969
e 8138 8738 969
e 3592 4826 972
e 4542 9384 974
e 4393 8091 974
e 2211 5516 974
e 664 7289 974
e 553 5617 975
e 2753 5654 979
e 4920 8341 980
e 1643 7787 980
e 6184 8126 982
e 2446 6529 982
e 455 8459 982
e 4727 6209 983
e 6794 8010 984
e 3389 5442 985
e 5050 7622 987
e 828 8524 987
e 5204 7881 988
e 4498 9232 989
e 7167 8724 992
e 38 168 992
e 7972 9581 995
e 1780 8600 995
e 8160 9588 995
e 4192 9712 996
e 828 5077 997
e 948 1790 997
e 2117 2250 998
e 1650 6436 999
e 2002 5401 999
e 8456 8565 1000
e 6619 9501 1001
e 3794 4384 1001
e 182 705 1002
e 764 7973 1003
e 6378 9469 1007
e 923 2750 1007
e 2999 5874 1009
e 1707 7710 1010
e 818 4928 1010
e 1571 2977 1010
e 808 9512 1013
e 3904 9320 1014
e 1121 5012 1016
e 7 9026 1016
e 3966 6929 1017
e 2990 4715 1018
e 5375 5423 1018
e 5482 8125 1019
e 3550 4551 1020
e 5092 5133 1020
e 1050 3080 1020
e 5979 8955 1021
e 5451 5545 1022
e 3455 6359 1023
e 278 5592 1025
e 6226 9838 1026
e 2125 4455 1026
e 2153 9891 1027
e 1610 5346 1027
e 5851 9119 1027
e 1188 5953 1028
e 2266 4937 1031
e 7390 7826 1032
e 994 6048 1032
e 3411 9606 1032
e 2032 7905 1037
e 7322 8906 1037
e 4399 6439 1039
e 3419 5491 1041
e 928 4258 1042
e 1974 3197 1043
e 5563 7701 1043
e 2078 9829 1044
e 1145 1406 1046
e 1645 2892 1047
e 2762 5373 1047
e 4984 6471 1052
e 2653 9163 1054
e 1208 9220 1055
e 8630 8692 1055
e 8714 9477 1056
e 2241 5166 1057
e 3918 4924 1058
e 90 4992 1060
e 2391 3470 1060
e 1828 2912 1063
e 4584 5257 1063
e 4819 9746 1065
e 70 134 1066
e 1589 3791 1067
e 7056 8876 1067
e 13 1017 1068
e 2589 5668 1074
e 7602 8417 1074
e 575 7590 1074
e 4638 5959 1075
e 1134 2670 1076
e 6135 8082 1078
e 8073 8403 1078
e 2257 4128 1078
e 9222 9385 1079
e 765 2411 1079
e 5163 7928 1081
e 7739 9055 1081
e 3004 5990 1082
e 796 1804 1082
e 347 6495 1085
e 1073 7093 1089
e 8452 9761 1090
e 1924 2968 1092
e 1227 3620 1092
e 364 9102 1092
e 4033 5595 1093
e 1895 2580 1094
e 1545 8768 1095
e 5913 9213 1097
e 4534 5856 1097
e 2230 2784 1098
e 5287 5438 1099
e 9381 9555 1099
e 687 2476 1099
e 7876 8602 1101
e 9150 9265 1102
e 4260 7342 1103
e 1918 4977 1103
e 712 1857 1105
e 7 291 1106
e 325 1279 1107
e 2547 2766 1108
e 621 1965 1108
e 6672 9548 1108
e 820 3816 1108
e 5091 8303 1109
e 7048 9076 1109
e 751 2458 1110
e 191 300 1110
e 5552 5939 1111
e 2639 3898 1114
e 6577 6676 1114
e 1924 8279 1115
e 181 1419 1117
e 4802 5369 1117
e 7907 8415 1119
e 24 474 1121
e 6288 6419 1121
e 13 632 1123
e 5776 7940 1123
e 3793 4404 1124
e 481 4874 1125
e 1654 6216 1126
e 2054 5656 1127
e 3781 9723 1127
e 1342 1699 1127
e 2315 8257 1128
e 7656 8031 1129
e 1336 5334 1129
e 774 2449 1129
e 8240 8956 1129
e 5441 5586 1129
e 3475 3660 1130
e 1910 5237 1131
e 2268 5160 1132
e 2948 8718 1133
e 2042 4749 1133
e 16 67 1133
e 547 1892 1134
e 8336 8679 1134
e 260 2437 1135
e 453 4373 1136
e 3959 5136 1137
e 348 625 1138
e 2635 3735 1138
e 8639 9044 1139
e 7170 8255 1139
e 8676 9927 1140
e 1701 4975 1140
e 3 360 1141
e 5291 8664 1143
e 7607 8004 1144
e 5321 6549 1144
e 6386 9084 1145
e 364 413 1145
e 1598 7398 1145
e 5048 9747 1147
e 1597 5751 1147
e 3420 6466 1147
e 3354 8589 1147
e 3818 7643 1148
e 2132 8542 1149
e 1262 4784 1151
e 8911 9984 1153
e 8040 8086 1154
e 2478 3420 1154
e 5381 8775 1156
e 75 7320 1157
e 815 4019 1157
e 7995 8011 1157
e 6546 8809 1158
e 1498 2093 1159
e 1404 4288 1159
e 2418 8751 1160
e 3342 8511 1162
e 8725 9150 1162
