c MST generated by Kruskal's Algorithm using Quick Sort
g 10000 9999
e 485 9401 1162
e 1521 1901 1163
e 5798 9882 1163
e 3443 4055 1164
e 2689 4256 1166
e 7003 9570 1166
e 3615 7399 1166
e 2407 6548 1166
e 5136 5333 1167
e 850 2406 1170
e 773 1809 1170
e 531 811 1171
e 785 9215 1172
e 2961 7832 1173
e 296 1987 1173
e 2208 2922 1173
e 2349 8145 1174
e 4127 5546 1174
e 3644 5058 1174
e 8421 8615 1175
e 4635 8698 1175
e 4655 7489 1177
e 1828 5017 1178
e 221 8216 1178
e 3429 9632 1180
e 1980 8431 1181
e 2036 9923 1181
e 5239 8132 1182
e 157 346 1183
e 2421 5532 1184
e 6964 8746 1185
e 2594 3866 1185
e 81 624 1186
e 3637 4248 1186
e 3147 9631 1187
e 4695 8062 1187
e 3394 9640 1187
e 518 769 1188
e 1649 3412 1188
e 798 983 1188
e 283 1239 1189
e 2248 8115 1189
e 6643 6852 1190
e 479 3460 1190
e 1379 4013 1192
e 6934 8092 1194
e 4149 4434 1194
e 450 1344 1197
e 6058 9859 1198
e 1575 8021 1199
e 3369 7101 1199
e 7606 8980 1201
e 4328 5228 1201
e 2125 4431 1201
e 5721 6589 1202
e 3342 8840 1202
e 5588 8684 1202
e 8280 9850 1203
e 668 9780 1203
e 2377 6296 1203
e 243 247 1203
e 6535 8545 1203
e 2615 9978 1204
e 1616 9389 1205
e 994 9502 1205
e 1599 9769 1205
e 108 334 1207
e 6804 6852 1208
e 7169 7565 1210
e 2373 4102 1210
e 1441 7706 1210
e 5817 8241 1211
e 5635 9116 1211
e 6548 8163 1212
e 4837 5352 1212
e 1260 5173 1213
e 4058 7082 1213
e 276 8535 1218
e 3159 5365 1219
e 918 5396 1219
e 5310 6882 1222
e 2796 8214 1223
e 7634 7955 1223
e 626 6741 1223
e 836 2365 1224
e 1392 7108 1225
e 3379 6305 1229
e 2449 3045 1229
e 4727 7275 1229
e 187 7488 1231
e 2486 3178 1232
e 1120 8846 1232
e 3 119 1232
e 3377 5293 1233
e 150 9252 1234
e 657 4810 1236
e 2109 3403 1237
e 5244 8111 1238
e 1814 8354 1239
e 45 249 1242
e 1843 7451 1242
e 2029 4386 1243
e 2006 4890 1244
e 3682 4417 1245
e 2111 6093 1245
e 1203 9501 1246
e 1541 2929 1248
e 5971 5982 1248
e 1037 4958 1248
e 113 160 1250
e 4026 9333 1252
e 929 2251 1252
e 1340 7767 1252
e 5102 8537 1252
e 1633 5646 1253
e 5603 9247 1253
e 4234 9774 1255
e 65 2283 1260
e 5920 8506 1261
e 3586 4595 1263
e 1508 7079 1263
e 3168 7676 1265
e 2441 3561 1265
e 1139 6691 1266
e 549 5691 1267
e 398 4688 1268
e 5162 9672 1270
e 9035 9215 1270
e 3077 6051 1270
e 3519 3598 1271
e 110 1186 1272
e 3536 7423 1272
e 2583 3464 1272
e 2563 9047 1273
e 1484 9781 1273
e 3966 7812 1274
e 995 1485 1280
e 2485 3814 1280
e 5355 9607 1281
e 2912 3011 1282
e 1722 9707 1283
e 3238 8836 1284
e 1057 1109 1285
e 2883 9439 1285
e 3755 7095 1285
e 2174 4043 1287
e 1641 5622 1288
e 317 515 1291
e 7580 8119 1292
e 5898 9790 1293
e 1932 7240 1294
e 2588 7424 1294
e 228 2213 1295
e 6976 8087 1295
e 3344 9885 1297
e 1169 1697 1299
e 2762 7263 1299
e 6231 8155 1299
e 1857 8299 1299
e 1275 7881 1300
e 2406 2985 1301
e 571 9486 1301
e 1387 2931 1302
e 5238 8269 1303
e 1627 2258 1305
e 6009 8528 1306
e 2569 3314 1307
e 4241 8968 1307
e 6651 6875 1307
e 49 9161 1308
e 1979 6611 1308
e 3157 3259 1309
e 1083 6193 1312
e 1267 8182 1313
e 3072 6075 1314
e 3379 9008 1316
e 4081 6740 1317
e 121 1125 1317
e 775 5891 1318
e 2136 9644 1318
e 268 3096 1318
e 1593 5609 1320
e 2534 6730 1320
e 4486 8699 1322
e 4705 8414 1322
e 331 8280 1322
e 5303 8035 1322
e 1729 6045 1323
e 730 1201 1324
e 104 8008 1324
e 3695 7331 1324
e 893 1562 1324
e 2243 7822 1325
e 9054 9170 1325
e 4057 5082 1325
e 1436 8600 1328
e 6614 8895 1328
e 3653 5473 1329
e 5138 7609 1330
e 2132 5329 1330
e 1896 4976 1330
e 6175 9699 1331
e 240 2254 1331
e 5360 5560 1333
e 185 4455 1335
e 2352 4353 1335
e 1228 5337 1336
e 4961 8211 1336
e 6664 6801 1337
e 9441 9806 1337
e 2275 3390 1339
e 1966 2299 1341
e 8934 9308 1341
e 4992 6297 1341
e 2193 5664 1341
e 270 5697 1342
e 7590 9358 1342
e 2866 4106 1343
e 671 4555 1346
e 2356 5312 1346
e 604 2219 1346
e 4660 8525 1347
e 3431 4319 1349
e 2077 8100 1350
e 5034 7512 1352
e 741 5512 1352
e 3140 3327 1353
e 2264 7987 1353
e 1452 7542 1356
e 7756 8113 1357
e 6864 7702 1357
e 2215 4559 1359
e 1101 3320 1359
e 940 3795 1360
e 4682 6250 1361
e 5115 6330 1365
e 4254 5815 1365
e 1550 2172 1366
e 525 4037 1367
e 3219 9480 1367
e 148 9974 1368
e 2683 5961 1368
e 5297 8099 1368
e 1919 7578 1369
e 4407 7083 1370
e 1524 2236 1371
e 6980 7127 1372
e 8395 9767 1374
e 3608 7029 1375
e 2396 3553 1375
e 2501 7117 1376
e 4712 7329 1376
e 5750 7144 1378
e 504 5153 1378
e 964 4292 1380
e 2500 6749 1380
e 126 7192 1381
e 7799 7810 1381
e 2604 5388 1382
e 728 4312 1383
e 301 8150 1383
e 2527 8576 1385
e 145 321 1386
e 4873 9311 1386
e 956 2609 1387
e 3593 9236 1388
e 10 1114 1388
e 2145 4419 1389
e 6719 7946 1389
e 2932 4082 1389
e 6925 7691 1390
e 1272 3381 1390
e 5827 6837 1391
e 2258 7012 1393
e 2600 5916 1394
e 1775 1846 1399
e 3080 9127 1399
e 727 4985 1399
e 1263 3425 1399
e 4238 7137 1400
e 6243 8364 1400
e 3476 9606 1401
e 3836 4959 1401
e 868 1661 1401
e 2742 2957 1403
e 5874 8247 1403
e 2215 4319 1403
e 1983 4260 1406
e 4276 7151 1406
e 4848 8966 1406
e 69 538 1407
e 1727 5100 1407
e 1987 4684 1407
e 2095 3095 1408
e 5464 7912 1408
e 6022 6528 1408
e 492 2825 1409
e 566 2078 1409
e 1838 3574 1414
e 7772 9614 1415
e 8872 9684 1416
e 8615 9263 1417
e 3270 8326 1417
e 3057 4707 1418
e 4522 5174 1418
e 31 6731 1418
e 3648 5283 1419
e 267 8405 1419
e 1247 2040 1420
e 1332 1773 1420
e 4204 4634 1420
e 2839 8728 1420
e 1101 3188 1421
e 2681 9037 1421
e 7070 7596 1421
e 1664 2982 1422
e 1591 5027 1423
e 3471 6603 1424
e 612 2779 1424
e 433 2665 1425
e 4866 6882 1426
e 568 4080 1426
e 8821 9971 1427
e 2006 2758 1429
e 8987 9838 1429
e 279 2950 1430
e 1307 7188 1432
e 1627 6491 1433
e 2537 5033 1433
e 20 593 1436
e 6684 6872 1437
e 1802 2223 1439
e 47 2432 1439
e 2141 8702 1441
e 1928 7219 1441
e 4163 4731 1442
e 1873 9301 1442
e 4626 9180 1442
e 288 4794 1445
e 932 1079 1445
e 3352 5503 1445
e 2724 8485 1446
e 724 5122 1447
e 892 9098 1448
e 1762 2869 1449
e 3872 6417 1449
e 111 5012 1449
e 3618 5946 1450
e 6524 9179 1451
e 5463 8261 1451
e 1220 2820 1452
e 1054 1287 1453
e 2016 4753 1453
e 133 3373 1454
e 1580 7617 1457
e 3174 4265 1457
e 94 607 1458
e 124 6880 1458
e 4185 6652 1459
e 5759 9187 1460
e 2475 8662 1461
e 3454 6266 1461
e 3788 7254 1462
e 1742 4010 1462
e 1639 5657 1463
e 54 2897 1464
e 7937 8620 1464
e 6801 8138 1464
e 3262 5746 1465
e 9602 9764 1466
e 2279 6268 1466
e 7069 9448 1467
e 2464 3430 1469
e 6324 8567 1471
e 44 3494 1473
e 6665 7295 1474
e 4269 8994 1474
e 947 4295 1475
e 612 984 1475
e 5136 5681 1476
e 371 2572 1476
e 473 1714 1477
e 4638 6384 1479
e 1068 9442 1479
e 110 4297 1481
e 21 30 1481
e 6387 9671 1482
e 5254 8742 1482
e 2877 3046 1483
e 2901 8825 1483
e 5590 7891 1484
e 206 6668 1484
e 433 8073 1484
e 7887 8574 1485
e 103 496 1486
e 8180 9286 1486
e 6864 7385 1486
e 7158 7526 1486
e 6429 8499 1486
e 332 5400 1487
e 1360 8585 1488
e 1207 9576 1489
e 2745 3739 1489
e 3881 7643 1491
e 2996 5407 1491
e 1614 5377 1492
e 1784 9851 1492
e 227 5856 1493
e 4104 4579 1493
e 2452 2553 1494
e 8754 9112 1495
e 4008 4019 1495
e 23 8393 1496
e 2100 9396 1496
e 297 8201 1496
e 619 2428 1497
e 1106 5253 1498
e 2238 7057 1498
e 5166 6002 1498
e 1739 4819 1500
e 5174 8333 1501
e 144 2627 1501
e 709 8726 1501
e 3072 5248 1503
e 747 6862 1503
e 1609 4370 1504
e 8532 8957 1505
e 4505 5883 1507
e 4149 8512 1507
e 4462 8236 1507
e 1783 2340 1507
e 2357 8733 1508
e 603 855 1508
e 1637 2376 1510
e 5739 9206 1510
e 8427 9236 1511
e 2907 5792 1512
e 1464 8471 1512
e 3900 7465 1512
e 5847 8821 1513
e 2256 6740 1515
e 6116 7255 1516
e 3693 6190 1516
e 2406 6520 1517
e 3446 5140 1518
e 555 2493 1518
e 5349 6409 1519
e 500 6462 1519
e 577 3778 1521
e 3319 5894 1525
e 689 8580 1529
e 3766 9986 1529
e 5199 9946 1529
e 5776 7085 1530
e 5689 7083 1531
e 2367 8993 1532
e 1241 6602 1533
e 1531 3310 1533
e 4103 5348 1533
e 4205 6347 1534
e 576 9400 1535
e 1241 2972 1536
e 8554 9601 1536
e 2640 4434 1537
e 4455 6249 1538
e 1279 9947 1539
e 2447 3596 1539
e 2403 7866 1539
e 1996 8969 1539
e 2379 8553 1541
e 1353 3696 1541
e 2243 3121 1543
e 177 1510 1543
e 7813 8133 1543
e 2281 9321 1544
e 6145 7667 1545
e 397 990 1546
e 521 691 1546
e 1787 5038 1547
e 6030 7601 1547
e 1172 5173 1548
e 3217 3333 1552
e 3732 4752 1553
e 385 9424 1555
e 2971 8372 1557
e 191 8659 1558
e 7519 8804 1558
e 1799 3529 1559
e 3975 9454 1561
e 8617 9558 1562
e 3360 6427 1562
e 263 743 1562
e 5505 8131 1563
e 1573 7327 1565
e 2061 2172 1565
e 8180 9703 1566
e 489 795 1567
e 760 8723 1568
e 839 871 1568
e 2063 3977 1568
e 2433 3669 1569
e 803 1507 1569
e 4298 5593 1571
e 2270 3730 1572
e 2293 3477 1573
e 3630 7783 1575
e 1963 7648 1577
e 4374 9469 1579
e 3238 4461 1580
e 723 773 1581
e 5402 5431 1583
e 4863 8058 1584
e 4886 9392 1585
e 6037 8906 1586
e 3786 9386 1586
e 4193 8258 1587
e 127 865 1588
e 2268 5577 1589
e 1184 4718 1589
e 475 2865 1590
e 2389 7938 1593
e 7035 7284 1593
e 6979 8779 1593
e 3038 6382 1593
e 817 6966 1594
e 2837 7407 1595
e 2591 8868 1595
e 3728 4888 1596
e 7929 9632 1596
e 4189 6054 1596
e 1748 1992 1596
e 2986 6498 1597
e 5414 6986 1598
e 3767 7861 1599
e 16 93 1601
e 1730 2595 1601
e 428 1301 1604
e 3592 9021 1605
e 3746 5051 1606
e 4396 9800 1606
e 2960 3371 1607
e 3330 7134 1607
e 2056 2964 1608
e 2945 6550 1608
e 942 1034 1610
e 962 2864 1611
e 604 2506 1611
e 5679 6181 1612
e 3104 3476 1613
e 2446 2879 1614
e 254 3094 1614
e 2996 4527 1615
e 2793 4384 1615
e 2590 9785 1616
e 341 8450 1616
e 3439 4340 1617
e 288 885 1619
e 2308 4225 1620
e 863 4018 1620
e 1887 4597 1621
e 194 906 1621
e 234 891 1621
e 2482 8224 1621
e 5207 7872 1622
e 3292 6188 1622
e 3127 4988 1624
e 5312 9567 1625
e 1226 8232 1625
e 7344 9759 1627
e 683 4950 1627
e 5333 6444 1627
e 126 4276 1628
e 3763 9024 1628
e 4326 5750 1628
e 5691 7277 1629
e 5639 7646 1633
e 2350 7349 1634
e 6965 8808 1634
e 6469 7604 1636
e 4308 5214 1636
e 1410 4954 1638
e 3482 9139 1638
e 1355 4913 1639
e 1251 7719 1639
e 1188 3776 1640
e 2669 5888 1642
e 5024 8587 1642
e 2375 7298 1642
e 5544 5591 1643
e 834 3903 1643
e 2205 4462 1644
e 3516 9957 1647
e 4358 7380 1647
e 6165 8121 1648
e 1749 8857 1648
e 5435 5838 1649
e 661 8264 1650
e 4601 6551 1651
e 5765 6586 1653
e 4719 7690 1653
e 595 8494 1654
e 4215 9171 1654
e 698 4397 1656
e 8331 9388 1657
e 540 3150 1658
e 3776 8049 1658
e 1823 7886 1658
e 4112 8694 1658
e 3253 7184 1663
e 7214 7687 1664
e 1127 1384 1667
e 5051 6397 1669
e 5073 9675 1670
e 369 8504 1670
e 303 7533 1671
e 1083 1454 1672
e 699 9181 1672
e 7282 7439 1672
e 7277 8750 1672
e 5386 7470 1672
e 3379 4447 1673
e 2584 2689 1675
e 282 294 1675
e 4949 8342 1675
e 295 1247 1675
e 1002 2287 1676
e 6203 7954 1677
e 2365 3448 1678
e 7184 9830 1678
e 3073 3664 1680
e 5187 6353 1681
e 1989 6907 1683
e 2966 8167 1683
e 4388 4929 1684
e 1032 2709 1684
e 2485 8364 1686
e 6700 9664 1686
e 1494 2486 1687
e 2639 6459 1688
e 8184 9585 1688
e 6739 7813 1688
e 834 5519 1691
e 230 6889 1692
e 2956 8288 1692
e 1218 2123 1693
e 1715 8595 1693
e 1184 9676 1693
e 194 8153 1694
e 6719 7169 1697
e 886 5141 1697
e 5075 7001 1699
e 3900 4185 1699
e 39 615 1699
e 329 8620 1699
e 553 759 1701
e 6578 9477 1704
e 5060 6790 1705
e 5520 9955 1705
e 4089 8842 1706
e 5693 7855 1706
e 1543 9432 1707
e 1572 9898 1708
e 108 529 1710
e 4363 4552 1710
e 5833 8616 1711
e 294 1535 1712
e 2729 9378 1714
e 3254 8399 1714
e 682 8031 1715
e 7211 9096 1716
e 4414 7114 1717
e 718 1833 1717
e 60 1542 1717
e 339 8631 1717
e 6069 9114 1717
e 4848 8995 1719
e 4344 9848 1719
e 124 5948 1719
e 3553 4697 1720
e 987 7074 1722
e 3930 4825 1725
e 7390 9085 1725
e 6537 9983 1727
e 480 972 1727
e 4374 8481 1727
e 2949 8650 1728
e 1189 8471 1729
e 328 6828 1730
e 283 4981 1730
e 4913 9499 1730
e 2286 8798 1730
e 6472 6958 1732
e 460 7698 1732
e 5700 7846 1732
e 1318 2669 1733
e 674 6267 1735
e 381 660 1735
e 1157 8354 1736
e 179 609 1737
e 2033 4045 1737
e 1313 3876 1738
e 4649 4721 1738
e 361 4996 1739
e 3673 7686 1740
e 3192 3738 1741
e 477 707 1742
e 6563 9341 1742
e 646 7246 1745
e 4478 9495 1745
e 7393 7690 1746
e 286 7087 1751
e 62 111 1752
e 2060 6979 1752
e 3175 4648 1753
e 184 5898 1754
e 1279 2294 1756
e 3912 8128 1756
e 1333 7197 1758
e 3933 6793 1759
e 4073 8632 1760
e 3274 3892 1761
e 1415 3039 1762
e 5622 6177 1763
e 3590 6458 1763
e 3018 9946 1764
e 6631 7778 1767
e 1583 1632 1767
e 319 1289 1767
e 2231 9180 1768
e 286 8962 1769
e 7929 9327 1769
e 1801 4118 1770
e 8024 9186 1770
e 10 2907 1772
e 3340 6655 1772
e 3452 4164 1772
e 867 5218 1773
e 6560 6602 1773
e 2729 4403 1773
e 3457 3821 1774
e 1021 5960 1775
e 1398 4320 1775
e 1868 2268 1776
e 816 3244 1777
e 3993 5044 1779
e 3752 4702 1781
e 3255 8435 1781
e 514 925 1782
e 1823 9727 1783
e 4388 6128 1785
e 444 8575 1785
e 2574 6052 1786
e 2754 6879 1786
e 1308 4083 1787
e 5600 5812 1787
e 885 3273 1787
e 4517 6728 1787
e 4974 9043 1789
e 6719 7159 1790
e 4261 4970 1790
e 4598 8830 1791
e 2109 9846 1793
e 953 5933 1794
e 930 1077 1795
e 4049 7433 1796
e 3931 9554 1797
e 7273 8768 1798
e 235 291 1798
e 5282 5833 1798
e 3055 4675 1799
e 1573 5250 1800
e 248 8204 1800
e 4617 7121 1802
e 1615 6575 1806
e 61 800 1811
e 3917 6984 1811
e 8500 8888 1812
e 2045 3613 1812
e 1886 7320 1812
e 1616 4944 1813
e 2714 4074 1813
e 7515 8692 1813
e 461 6920 1814
e 6272 8770 1815
e 8015 8376 1815
e 3846 6792 1816
e 9277 9438 1817
e 5069 5071 1819
e 512 4639 1821
e 4083 4182 1824
e 8917 9082 1825
e 2510 9282 1826
e 4282 8519 1827
e 8758 8917 1827
e 5485 7601 1827
e 115 303 1828
e 5822 5858 1828
e 866 2007 1829
e 3056 8293 1830
e 2382 5170 1831
e 8203 9498 1831
e 4776 7989 1832
e 4538 7864 1832
e 1359 2626 1832
e 1357 5121 1832
e 17 46 1834
e 589 1622 1836
e 2857 9405 1836
e 6116 7512 1836
e 421 4737 1838
e 1546 7569 1841
e 2423 9854 1842
e 1351 1761 1842
e 36 91 1844
e 835 5280 1844
e 1643 2787 1844
e 1642 3005 1844
e 7002 7022 1845
e 4472 6972 1846
e 1268 4002 1847
e 6221 8751 1848
e 978 7426 1848
e 8360 8741 1849
e 19 155 1849
e 950 7954 1849
e 8016 9500 1850
e 2461 3840 1850
e 5781 7275 1851
e 7836 8147 1851
e 680 7148 1851
e 56 2681 1852
e 1048 1851 1853
e 3941 5366 1854
e 76 182 1856
e 1893 8540 1856
e 5290 6472 1858
e 1890 4253 1859
e 7269 9730 1860
e 2063 3992 1860
e 4567 7523 1861
e 379 6483 1862
e 4579 4860 1862
e 2064 4699 1862
e 252 4358 1862
e 3462 4401 1864
e 2811 4379 1866
e 2572 6872 1867
e 5529 8597 1868
e 51 262 1868
e 610 6409 1869
e 825 8676 1870
e 946 3462 1872
e 2736 8776 1872
e 217 2204 1873
e 7850 9313 1874
e 8524 9312 1874
e 3093 7966 1876
e 8728 9808 1876
e 6780 9015 1876
e 3097 3323 1876
e 1663 7971 1877
e 4325 5505 1877
e 2725 3103 1881
e 2742 7958 1882
e 2389 4804 1883
e 182 206 1883
e 1249 7203 1884
e 751 6867 1886
e 6253 6951 1886
e 5088 6532 1886
e 3288 6922 1887
e 2536 3905 1889
e 5135 5299 1889
e 4424 7475 1889
e 967 1312 1890
e 1481 9162 1890
e 451 1571 1890
e 850 2638 1891
e 1598 7227 1891
e 2750 4595 1892
e 6031 9314 1893
e 1920 3955 1894
e 5741 7362 1895
e 8553 8780 1896
e 1 9896 1899
e 524 634 1900
e 1224 8732 1900
e 2788 7196 1901
e 147 5244 1901
e 3792 8399 1901
e 1701 3861 1901
e 402 10000 1902
e 677 1586 1902
e 3588 7481 1902
e 3457 3518 1903
e 4003 7977 1903
e 5134 7311 1903
e 7581 8230 1903
e 549 642 1904
e 984 5349 1906
e 3712 8302 1907
e 936 1063 1907
e 5297 9131 1907
e 1783 8395 1908
e 5687 6782 1909
e 3478 4018 1909
e 2517 4466 1909
e 7726 9547 1910
e 5275 7722 1911
e 1538 1724 1912
e 6744 6935 1913
e 1095 1292 1913
e 3395 5385 1914
e 2868 5877 1915
e 4066 8744 1916
e 115 1799 1918
e 3222 8942 1918
e 1062 2647 1918
e 7510 8881 1919
e 6248 8618 1919
e 1771 8753 1921
e 1106 4046 1921
e 99 8423 1921
e 6738 9070 1922
e 6584 8546 1923
e 1019 1894 1928
e 1388 3890 1928
e 1600 8810 1929
e 428 7988 1929
e 7923 7978 1931
e 3726 4064 1932
e 4589 6616 1933
e 2709 4490 1936
e 1495 4956 1936
e 5019 7605 1937
e 210 7621 1937
e 4767 8558 1937
e 453 7847 1938
e 997 2598 1938
e 240 588 1939
e 732 1870 1941
e 434 2406 1943
e 6 450 1944
e 6759 8551 1944
e 3130 3880 1944
e 2984 7575 1944
e 4820 9803 1945
e 2339 8776 1946
e 1889 2119 1947
e 3277 5719 1947
e 3795 7250 1950
e 3702 4676 1951
e 1880 9003 1952
e 8211 8930 1952
e 4787 8627 1953
e 3110 7196 1953
e 1131 2483 1954
e 5999 6790 1954
e 6003 7079 1955
e 4728 9375 1955
e 5274 8857 1955
e 7053 9573 1956
e 3851 7450 1956
e 8572 9337 1957
e 1197 5693 1958
e 1297 1663 1959
e 5082 5840 1960
e 766 3364 1960
e 590 1227 1960
e 2817 6246 1960
e 2366 6307 1961
e 2200 7041 1961
e 4301 9447 1962
e 210 215 1963
e 7365 7959 1963
e 4205 7311 1965
e 3295 8131 1965
e 2880 7332 1966
e 7786 9490 1966
e 77 9575 1966
e 253 8036 1967
e 2977 9227 1969
e 338 7939 1969
e 867 2949 1970
e 4901 9743 1970
e 390 7952 1971
e 448 2197 1972
e 2336 8384 1973
e 25 7954 1974
e 1125 4906 1974
e 3718 3824 1975
e 2693 4576 1976
e 310 1066 1978
e 1287 5732 1978
e 939 1199 1978
e 3302 4156 1979
e 1324 7878 1980
e 113 1073 1980
e 1754 7844 1982
e 3412 5361 1982
e 3373 8228 1983
e 7222 8288 1983
e 4510 9128 1985
e 2709 2972 1986
e 4857 6431 1986
e 3138 8012 1989
e 423 1789 1991
e 1428 2106 1991
e 1162 7117 1992
e 2358 7478 1993
e 2475 3626 1993
e 5938 6013 1993
e 5163 7234 1994
e 838 1316 1994
e 1831 3102 1994
e 2930 4217 1994
e 4988 8671 1994
e 3365 7488 1995
e 5491 8271 1996
e 3998 4555 1996
e 6886 9874 1998
e 6485 8866 1999
e 5969 8160 1999
e 427 2502 2000
e 284 8320 2000
e 3275 8241 2000
e 7649 9252 2001
e 7136 9281 2002
e 956 6862 2003
e 2734 8724 2003
e 4624 6569 2004
e 2233 7480 2004
e 9487 9725 2004
e 2122 8923 2005
e 5856 8591 2006
e 570 2545 2008
e 6396 7008 2008
e 9049 9905 2010
e 841 3452 2010
e 967 2590 2012
e 441 2483 2012
e 850 2285 2014
e 2648 9515 2014
e 1363 9159 2016
e 7156 9390 2017
e 4911 9133 2018
e 7305 9988 2018
e 4024 7004 2019
e 8 339 2019
e 3428 5177 2019
e 4907 7647 2021
e 590 6374 2023
e 7661 9186 2023
e 4916 6335 2023
e 4695 7282 2023
e 7676 8595 2024
e 2973 3206 2024
e 7979 9572 2024
e 4578 7433 2025
e 7743 8477 2025
e 1520 4207 2025
e 83 8039 2028
e 2063 8803 2028
e 3830 6457 2029
e 5113 9455 2030
e 6096 6954 2030
e 3901 9363 2030
e 739 4538 2031
e 3488 6195 2031
e 4977 6506 2032
e 4697 7931 2032
e 33 1003 2033
e 2570 2875 2034
e 3336 4861 2034
e 2518 2727 2034
e 8746 9407 2035
e 51 4096 2035
e 789 3439 2035
e 1241 8945 2036
e 42 881 2036
e 533 1607 2036
e 2021 5496 2039
e 2343 6242 2040
e 6456 6987 2040
e 4248 6046 2041
e 2220 9791 2042
e 1034 5491 2042
e 4547 6796 2043
e 4456 5129 2043
e 593 7238 2043
e 3326 4316 2045
e 6802 9032 2050
e 5871 8942 2050
e 8108 8682 2053
e 408 4131 2054
e 1432 7418 2055
e 733 1241 2055
e 175 4581 2056
e 152 255 2056
e 958 5401 2057
e 6435 6479 2057
e 929 7995 2057
e 371 640 2058
e 2318 5324 2058
e 2378 9110 2058
e 5249 9403 2058
e 7687 9463 2058
e 6684 8944 2058
e 7153 8175 2059
e 1771 5433 2059
e 7394 7486 2059
e 1979 3188 2060
e 6288 6801 2061
e 978 6071 2062
e 525 9589 2062
e 271 5717 2065
e 4587 7418 2067
e 343 7219 2068
e 4831 8915 2070
e 4387 6267 2071
e 111 407 2071
e 1058 1069 2072
e 3360 6208 2076
e 3674 6190 2076
e 4179 8709 2077
e 5807 9911 2078
e 7654 9598 2082
e 250 290 2088
e 3026 3492 2089
e 3455 6237 2089
e 15 52 2090
e 2717 2773 2090
e 5127 7126 2093
e 1747 7335 2094
e 1939 9463 2096
e 1872 4234 2097
e 6286 9206 2097
e 4005 8356 2097
e 2739 5955 2097
e 346 9551 2097
e 6791 8854 2101
e 1615 4299 2102
e 5034 8147 2102
e 392 5403 2103
e 5881 9851 2104
e 5651 8784 2105
e 860 1191 2105
e 2066 4466 2106
e 1228 4227 2109
e 996 6950 2110
e 163 1113 2112
e 5259 8009 2112
e 4618 7077 2113
e 1189 8710 2113
e 27 1031 2115
e 1943 7263 2116
e 992 9571 2117
e 893 8468 2118
e 4091 9153 2120
e 1966 3236 2121
e 1262 2077 2123
e 2316 9736 2123
e 4541 5315 2124
e 2327 9459 2125
e 3476 6094 2126
e 1536 7495 2126
e 821 2625 2126
e 2206 8957 2128
e 3496 8515 2128
e 143 747 2129
e 4464 4843 2129
e 7502 7505 2131
e 1999 5238 2132
e 2558 5070 2132
e 335 3030 2133
e 2409 7153 2133
e 4509 6952 2133
e 268 7439 2133
e 4403 6224 2134
e 790 5042 2134
e 962 5179 2134
e 5213 7964 2135
e 1278 3479 2135
e 4641 5290 2137
e 3775 9685 2137
e 1833 4006 2137
e 4276 6271 2137
e 578 1470 2141
e 1347 9911 2141
e 1398 9751 2141
e 4280 9373 2142
e 6764 8067 2142
e 1631 8239 2143
e 448 856 2144
e 4790 6605 2144
e 5652 7548 2146
e 2316 6305 2149
e 1625 4108 2150
e 1034 3142 2150
e 4749 7824 2152
e 7877 9487 2155
e 295 435 2156
e 1384 6312 2156
e 1511 8068 2156
e 2884 4041 2157
e 4072 5599 2158
e 9370 9765 2158
e 4057 6627 2159
e 583 2637 2163
e 2222 8240 2163
e 1937 2485 2165
e 6826 7506 2167
e 6447 7599 2170
e 1121 3129 2170
e 656 3818 2171
e 4636 9964 2171
e 795 3823 2173
e 116 1315 2174
e 4047 4488 2174
e 6484 9877 2174
e 2979 3754 2175
e 662 2245 2177
e 4977 6416 2180
e 4560 5652 2180
e 1713 6767 2181
e 4767 8320 2181
e 3182 6191 2183
e 479 1253 2184
e 714 5326 2185
e 6439 7569 2185
e 1342 6336 2186
e 972 2676 2186
e 2733 3862 2187
e 873 889 2188
e 1671 4610 2189
e 155 8892 2190
e 3553 5430 2191
e 212 732 2191
e 380 4209 2195
e 4357 8733 2196
e 2366 2687 2196
e 1217 4587 2196
e 850 7771 2198
e 2161 7843 2202
e 4943 5072 2202
e 4274 9818 2204
e 206 9136 2205
e 778 798 2205
e 3503 3739 2205
e 202 3505 2205
e 776 5985 2207
e 1317 3885 2212
e 3639 9928 2212
e 1647 7678 2213
e 2649 3471 2213
e 332 396 2215
e 9518 9765 2216
e 2232 9517 2217
e 3009 4178 2218
e 5995 9073 2219
e 3082 9371 2222
e 171 355 2222
e 2956 7034 2222
e 2643 4760 2224
e 3500 5304 2224
e 2728 9884 2224
e 6455 9304 2226
e 3164 8492 2226
e 1154 2854 2226
e 3554 9142 2227
e 7404 7593 2228
e 1625 3076 2228
e 2866 3869 2228
e 5010 7839 2228
e 2621 8960 2228
e 1518 8322 2231
e 258 3315 2231
e 97 7629 2232
e 6083 9091 2233
e 871 7880 2233
e 1396 2255 2234
e 3623 4966 2234
e 5601 6334 2236
e 7158 9335 2243
e 6282 8971 2243
e 680 4329 2244
e 587 1134 2245
e 8332 8455 2248
e 4528 7400 2249
e 44 8494 2250
e 4899 8386 2253
e 7133 8629 2254
e 1978 8647 2255
e 8242 8699 2255
e 4572 9465 2255
e 1686 7295 2256
e 3504 8210 2257
e 2373 5323 2257
e 7273 7968 2257
e 1236 3116 2259
e 1747 2480 2259
e 2820 8381 2260
e 1188 6572 2260
e 6723 7478 2261
e 8952 9653 2262
